"state","county","loaccgro","fasfoo","relprimilk","diab","obesrate","fitplace","povrate","medinc"
"FL","Jackson",5.478568,0.512285,1.082025,12.4,34.7,0.020491,22.5,36751
"FL","Jefferson",16.257821,0.355872,1.082025,11.7,32.2,0,19.4,42210
"FL","Lafayette",6.359609,0.226372,1.082025,13.2,35.3,0,23.8,40345
"FL","Lake",27.50034,0.658874,1.114266,14.7,29.3,0.091862,12.8,49711
"FL","Lee",25.687551,0.8874,1.216942,9.9,24.6,0.067696,15.9,50713
"FL","Leon",28.979134,0.764117,1.082025,8.3,26.4,0.112681,21.8,46405
"FL","Levy",7.985769,0.631106,1.082025,14.1,32.2,0.025244,22.1,36005
"FL","Liberty",25.859797,0.478469,1.082025,13.4,39.6,0,22.6,39623
"FL","Madison",21.082458,0.324009,1.082025,15.6,34.1,0.054002,27,34360
"FL","Manatee",21.746505,0.767599,1.216942,10.6,25.3,0.082446,14.8,50728
"FL","Marion",27.293835,0.518918,1.114266,12.6,29.2,0.047174,18.7,40053
"FL","Martin",30.332668,1.153906,1.216942,11.3,21.3,0.110827,11.2,53459
"FL","Miami-Dade",5.334857,0.76271,1.216942,7.9,21,0.099517,20,43687
"FL","Monroe",27.989348,2.800249,1.216942,8.6,22,0.22039,11.3,58332
"FL","Nassau",24.228854,0.861405,1.114266,10.8,28.6,0.07831,10.8,55707
"FL","Okaloosa",34.715183,1.027927,1.082025,9.7,26.4,0.096686,11.3,55391
"FL","Okeechobee",47.830194,0.664129,1.216942,11.6,31,0.025543,23.2,35787
"FL","Orange",18.638332,0.83719,1.114266,8.8,24.9,0.089385,15.6,50593
"FL","Osceola",21.419856,0.693077,1.114266,12,29.1,0.051578,18.5,45127
"FL","Palm Beach",17.172559,0.839945,1.216942,10.5,21.5,0.129498,13.5,56638
"FL","Pasco",23.624433,0.5522,1.216942,12.2,31.1,0.080358,14.6,46080
"FL","Pinellas",14.322892,0.925276,1.216942,10.8,25.5,0.111929,13.6,47591
"FL","Polk",32.869303,0.467983,1.216942,14.3,32.3,0.059877,17.3,44024
"FL","Putnam",24.062703,0.388118,1.114266,12.2,36.1,0.083168,27.3,32351
"FL","Santa Rosa",41.022182,0.434458,1.082025,9,26.1,0.085668,12.3,59289
"FL","Sarasota",26.567125,1.146205,1.216942,11.1,20.6,0.128476,9.7,55882
"FL","Seminole",27.441801,0.752515,1.114266,10,24.6,0.097172,11.5,57357
"FL","St. Johns",25.389109,0.96825,1.114266,9,21.9,0.091777,9.8,71896
"FL","St. Lucie",36.866571,0.539467,1.216942,11.5,27.9,0.06185,16.4,45918
"FL","Sumter",12.547358,0.56843,1.114266,14.9,26.9,0.043725,10.1,54592
"FL","Suwannee",17.023138,0.363455,1.114266,13.5,33.3,0.045432,23.6,37368
"FL","Taylor",28.860278,0.398548,1.082025,15.4,38.9,0.088566,21.2,39116
"FL","Union",23.1692,0.065833,1.114266,12.5,37.1,0,26.2,41078
"FL","Volusia",34.58419,0.876794,1.114266,12.4,26,0.116249,16.3,42334
"FL","Wakulla",1.259732,0.668109,1.082025,11.7,36.4,0.127259,16.5,48703
"FL","Walton",12.68503,1.787746,1.082025,11.6,27.5,0.113766,14.8,47875
"FL","Washington",41.331195,0.449879,1.082025,12.9,38.5,0,24.8,36328
"GA","Appling",20.132046,0.485437,1.082025,12.9,34.8,0.053937,22.5,39588
"GA","Atkinson",22.920585,0.12161,1.082025,11.5,35.3,0,26.9,32398
"GA","Bacon",12.344353,0.354578,1.114266,10.4,32.7,0,23.9,35431
"GA","Baker",75.83069,0,1.082025,14.8,30,0,28.7,34455
"GA","Baldwin",16.595037,0.653467,0.856724,14,36.8,0.065347,26,38015
"GA","Banks",3.665769,0.929216,0.856724,11.1,27,0.05466,15.8,44146
"GA","Barrow",12.96766,0.395958,0.856724,11.3,34.6,0.054615,15.6,53789
"GA","Bartow",32.479309,0.638909,0.856724,12.1,35.2,0.068806,13.6,50900
"GA","Ben Hill",22.969055,0.629867,1.082025,12.4,35.3,0.114521,32.5,30776
"GA","Berrien",19.304312,0.427807,1.082025,14.2,34.7,0.053476,25.5,35518
"GA","Bibb",24.701985,0.740717,1.082025,12.7,31.3,0.097463,26.7,38870
"GA","Bleckley",6.947878,0.312622,1.082025,13.6,30.4,0,19.3,42716
"GA","Brantley",4.339335,0.162893,1.114266,10.9,33.1,0.054298,21.6,37709
"GA","Brooks",8.342279,0.324296,1.082025,14.5,33.5,0,25.4,36820
"GA","Bryan",25.769386,0.766826,1.082025,12.3,29.3,0.058987,13.1,69650
"GA","Bulloch",6.37161,0.707478,1.082025,12,33.5,0.055489,29.9,36544
"GA","Burke",7.545571,0.396319,1.082025,14.7,32,0,25.1,36977
"GA","Butts",4.736413,0.470729,0.856724,11.7,28.7,0.042794,19,44166
"GA","Calhoun",13.755534,0.773635,1.082025,14.4,34.4,0,37.5,30972
"GA","Camden",43.807644,0.845715,1.114266,10.9,31.5,0.076883,13.6,52706
"GA","Candler",3.525959,0.551065,1.082025,13.7,30.3,0,28.1,32806
"GA","Carroll",21.903285,0.745006,0.856724,11.3,31.7,0.078883,20.4,45453
"GA","Catoosa",34.865281,0.441932,1.082025,12.2,27.8,0.045717,13.1,50979
"GA","Charlton",18.132306,0.31015,1.114266,11.6,32,0.077537,32.5,37037
"GA","Chatham",22.108194,1.150403,1.082025,11,31.3,0.088221,17.8,48885
"GA","Chattahoochee",96.77834,0.084481,1.082025,6.4,27.3,0,21,41066
"GA","Chattooga",5.073589,0.360881,0.856724,11,34,0,20.4,38063
"GA","Cherokee",29.695893,0.610429,0.856724,8.7,26.9,0.112561,9.4,74885
"GA","Clarke",34.704109,1.041856,0.856724,8.3,25.3,0.148837,38.1,33302
"GA","Clay",74.001069,0.644745,1.082025,17.2,29.8,0,34.3,25941
"GA","Clayton",38.243116,0.321445,0.856724,11.6,38,0.011213,23.3,41731
"GA","Clinch",10.071687,0.292783,1.114266,12.9,29.6,0,28.2,31848
"GA","Cobb",39.038018,0.752414,0.856724,8.5,22.9,0.113546,11.4,70097
"GA","Coffee",15.653055,0.350377,1.082025,11.5,34.8,0.163509,22.6,34775
"GA","Colquitt",17.450152,0.433821,1.082025,12.8,35.2,0.021691,24.1,34151
"GA","Columbia",17.732724,0.59602,1.082025,10.4,30.3,0.100534,9.3,75232
"GA","Cook",12.889922,0.290461,1.082025,12.2,31.4,0.058092,24.1,34505
"GA","Coweta",25.252256,0.48683,0.856724,10.6,26.8,0.051633,10.9,67268
"GA","Crawford",0.655204,0.16146,1.082025,13.1,27.3,0,20.6,43559
"GA","Crisp",8.406314,0.566844,1.082025,14.2,31.1,0.043603,32.3,31095
"GA","Dade",5.465099,0.427116,1.082025,12.2,32.3,0.061017,16.2,43632
"GA","Dawson",0.541974,0.609836,0.856724,10.5,27.7,0.130679,12.1,60195
"GA","Decatur",13.314609,0.551065,1.082025,12.1,30,0.110213,27.3,37661
"GA","DeKalb",24.293527,0.758834,0.856724,10,27.3,0.10247,17.8,53994
"GA","Dodge",2.733921,0.238368,1.082025,13.5,28.5,0.047674,24.8,34611
"GA","Dooly",1.674792,0.140964,1.082025,14.8,34.7,0,33.8,32323
"GA","Dougherty",39.073196,0.627658,1.082025,12.4,34.4,0.06493,29.4,34799
"GA","Douglas",32.216111,0.526028,0.856724,12,32.3,0.050441,14.1,58443
"GA","Early",10.116626,1.334477,1.082025,15.6,31.5,0.09532,26.5,31935
"GA","Echols",4.816652,0.249813,1.082025,10.9,28.3,0,25.9,34414
"GA","Effingham",13.343371,0.396947,1.082025,13.5,35.2,0,11.4,63255
"GA","Elbert",23.140603,0.257228,1.082025,13,31.1,0.051446,23.7,35814
"GA","Emanuel",26.221004,0.659196,1.082025,11.6,36.3,0.043946,27,31772
"GA","Evans",7.892611,0.55056,1.082025,13.4,33.5,0,27.4,34085
"GA","Fannin",1.108005,1.052499,0.856724,12.2,25.9,0.0421,17.4,39796
"GA","Fayette",33.34738,0.829807,0.856724,12.9,31.1,0.136781,7,80588
"GA","Floyd",20.41805,0.62459,0.856724,13.6,31,0.062459,19.6,41130
"GA","Forsyth",26.50111,0.636313,0.856724,10.8,29.4,0.127263,6.3,97886
"GA","Franklin",0.895444,0.80848,1.082025,12.4,29.5,0.044916,21.9,40156
"GA","Fulton",23.460505,1.114101,0.856724,8.7,23.9,0.153565,16,59911
"GA","Gilmer",6.215005,0.936557,0.856724,12.4,29.7,0.069375,16.9,43907
"GA","Glascock",69.666124,0.327547,1.082025,11.8,28.6,0,17.8,40732
"GA","Glynn",26.468312,1.229084,1.114266,11.5,26.2,0.097353,18.2,46377
"GA","Gordon",14.844255,0.481739,0.856724,10.2,29.3,0.053526,18.1,44580
"GA","Grady",10.828095,0.197169,1.082025,12.1,33,0.078867,29.3,36486
"GA","Greene",3.756183,0.970285,0.856724,15.4,29.7,0,21.2,43326
"GA","Gwinnett",29.597359,0.765444,0.856724,8.3,29.5,0.082012,12.6,61797
"GA","Habersham",18.039344,0.639971,1.082025,11.4,31.7,0.022856,16.6,44400
"GA","Hall",26.973382,0.566153,0.856724,10.9,25.7,0.078632,16.9,54578
"GA","Hancock",22.927219,0.235045,0.856724,15.8,31.2,0,34.7,28328
"GA","Haralson",5.184266,0.62847,0.856724,11.2,27.3,0,19.2,41167
"GA","Harris",0.618457,0.395425,0.856724,13.2,28.4,0.060835,9.9,65887
"GA","Hart",12.184756,0.433463,1.082025,13.5,29.9,0.039406,18.6,39567
"GA","Heard",6.399613,0.172369,0.856724,12,30.2,0,19.1,41514
"GA","Henry",33.283656,0.565767,0.856724,13.5,33.1,0.065461,9.9,65437
"GA","Houston",37.022805,0.5231,1.082025,13.2,31,0.073771,15.2,55860
"GA","Irwin",7.444502,0.329525,1.082025,12.4,29.2,0.109842,24.7,35284
"GA","Jackson",4.309978,0.501051,0.856724,11.2,27.4,0.048489,13,56102
"GA","Jasper",22.772659,0.521144,0.856724,12.6,29.3,0,17.4,46398
"GA","Jeff Davis",12.236803,0.269197,1.082025,12.8,30,0,21.7,36186
"GA","Jefferson",3.642429,0.430187,1.082025,16.7,35.3,0,27.7,32023
"GA","Jenkins",4.088378,0.328767,1.082025,12.1,29.9,0,35.9,29924
"GA","Johnson",8.875249,0.206164,1.082025,12.7,34,0,30.2,30794
"GA","Jones",7.434348,0.486331,0.856724,12.4,33.5,0.069476,14.2,52777
"GA","Lamar",6.354509,0.494315,0.856724,11.7,30.6,0.054924,21,42177
"GA","Lanier",3.96224,0.482021,1.082025,11.4,33.2,0,21.8,37616
"GA","Laurens",9.889552,0.731437,1.082025,14.4,36.2,0.083593,25.5,36960
"GA","Lee",15.188217,0.2398,1.082025,10.7,31.2,0,10.7,68636
"GA","Liberty",42.588424,0.414123,1.082025,10.4,34.9,0.030676,20.3,39612
"GA","Lincoln",4.483878,0.655996,1.082025,14.1,29,0,21.4,39089
"GA","Long",10.525948,0.11687,1.082025,9.8,31.4,0,19.1,42542
"GA","Lowndes",24.62406,0.757556,1.082025,11.6,31.3,0.079279,26.5,37699
"GA","Lumpkin",1.176437,0.737747,0.856724,10.8,30.7,0.064152,16.5,48101
"GA","Macon",17.169631,0.145012,1.082025,13.5,36.4,0,33.5,30696
"GA","Madison",2.895645,0.176604,1.082025,13.3,31.9,0,15.1,40735
"GA","Marion",0.055907,0.22735,1.082025,14,32.9,0,25.5,35265
"GA","McDuffie",8.797304,0.608329,1.082025,17.4,33.4,0,27.4,36346
"GA","McIntosh",8.453599,0.984944,1.082025,15.2,30.9,0,24,38770
"GA","Meriwether",4.4596,0.613265,0.856724,14.8,34.6,0,22.1,37866
"GA","Miller",3.118874,0.671366,1.082025,13.3,30.3,0,25.1,35357
"GA","Mitchell",12.731553,0.39524,1.082025,14.4,33.6,0.087831,28,34139
"GA","Monroe",8.711837,0.480574,0.856724,14.5,31.9,0.110902,14.2,53070
"GA","Montgomery",13.40202,0.111222,1.082025,13.4,36.2,0,24.3,36821
"GA","Morgan",16.932923,1.058142,0.856724,11.6,26.5,0.111383,14.3,51081
"GA","Murray",13.542453,0.152246,0.856724,12.7,32.5,0,17.8,43142
"GA","Muscogee",28.517782,0.612285,1.082025,13.4,28.8,0.064713,22.2,41828
"GA","Newton",25.332395,0.356884,0.856724,10.4,32.9,0.048228,14.9,51177
"GA","Oconee",30.371974,0.59841,0.856724,9.3,28.8,0.113983,6.8,76371
"GA","Oglethorpe",4.330565,0,0.856724,13,30.1,0.068152,16.9,43428
"GA","Paulding",24.672169,0.375872,0.856724,11,28.6,0.093968,8.8,62658
"GA","Peach",19.375553,0.445732,1.082025,13.6,34.4,0.111433,22,41725
"GA","Pickens",5.620944,0.80008,0.856724,14.2,26.7,0.10001,12.6,56289
"GA","Pierce",11.760844,0.315939,1.114266,11.3,28.5,0,22.1,39648
"GA","Pike",0.02842,0.281152,0.856724,11.7,26.2,0.05623,11.7,56233
"GA","Polk",11.801091,0.583473,0.856724,10.4,34.5,0.097246,20.8,39402
"GA","Pulaski",10.09267,0.435426,1.082025,13.6,31.7,0,24.4,39209
"GA","Putnam",3.00442,0.707814,0.856724,12.8,30,0.18875,18.1,44323
"GA","Quitman",34.959132,0,1.082025,16.9,34,0,28.9,29921
"GA","Rabun",0.589922,1.662255,1.082025,13,29.4,0,16.1,40834
"GA","Randolph",24.047145,0.546971,1.082025,16.7,33.7,0,26.9,30505
"GA","Richmond",39.355689,0.645584,1.082025,13.5,34.1,0.04966,24.3,40821
"GA","Rockdale",41.108128,0.672334,0.856724,13.1,36,0.079768,15.9,51510
"GA","Schley",0.554006,0.193686,1.082025,12.6,30.4,0,19.5,41737
"GA","Screven",20.720873,0.425985,1.082025,13.6,33,0,27,35911
"GA","Seminole",5.610586,0.460511,1.082025,14.2,30.7,0,25.8,31615
"GA","Spalding",15.625144,0.562605,0.856724,12.9,32.4,0.125023,22.2,41250
"GA","Stephens",13.29196,0.549451,1.082025,12.6,30.1,0.078493,21.2,38503
"GA","Stewart",9.82371,0.174095,1.082025,13.7,34.2,0,42,28977
"GA","Sumter",21.52336,0.512295,1.082025,13.8,32.7,0.032018,30.8,33802
"GA","Talbot",22.029154,0.156495,0.856724,16.3,33.3,0,25.6,33510
"GA","Taliaferro",68.283002,0.590667,1.082025,16.2,31.4,0,33.5,28952
"GA","Tattnall",3.912005,0.158579,1.082025,10.2,33.1,0,27.5,37163
"GA","Taylor",4.607215,0.118455,1.082025,14.5,28.8,0,27.3,32041
"GA","Telfair",2.299816,0.3027,1.082025,12.3,30.9,0,34.7,31149
"GA","Terrell",6.75896,0.328515,1.082025,14.9,31.6,0,36.5,32342
"GA","Thomas",27.366854,0.71176,1.082025,14,34,0.111212,21.7,40449
"GA","Tift",8.592865,0.737028,1.082025,13.2,34,0.122838,27.1,39988
"GA","Toombs",18.120025,0.69643,1.082025,13.6,31.5,0.036654,25.1,34953
"GA","Towns",0.013525,0.901063,0.856724,12.9,27.4,0,16.7,39782
"GA","Treutlen",5.728189,0.442608,1.082025,12.3,32.9,0,28.7,32086
"GA","Troup",16.229633,0.719745,0.856724,12.6,30,0.086369,19.3,41289
"GA","Turner",5.910964,0.613271,1.082025,14.3,34.6,0,28.4,35117
"GA","Twiggs",0.165594,0.120192,1.082025,14.5,32.8,0,26.3,36086
"GA","Union",1.389358,0.864265,0.856724,15.9,27.2,0,14.3,42782
"GA","Upson",25.045698,0.495125,0.856724,11.9,32,0,22.7,37864
"GA","Walker",25.49561,0.307837,1.082025,12.4,32.1,0.029318,18.8,42249
"GA","Walton",16.881452,0.388061,0.856724,11.6,34.4,0.034241,12.7,57312
"GA","Ware",39.252018,0.563142,1.114266,12.3,35.5,0.112628,28.4,35270
"GA","Warren",2.087918,0,1.082025,15.8,32,0,27.7,32350
"GA","Washington",25.151385,0.533075,1.082025,13,32.2,0,26.3,36499
"GA","Wayne",28.681406,0.701192,1.082025,13.1,31.8,0.03339,20.8,41466
"GA","Webster",1.784478,0,1.082025,14.6,32.1,0,23.6,35770
"GA","Wheeler",4.936836,0.250156,1.082025,12.1,31.9,0,39.3,30926
"GA","Whitfield",22.632089,0.560159,0.856724,13.2,33.5,0.038632,15.3,45921
"GA","Wilcox",0.786683,0.226065,1.082025,11.4,31.5,0,30.4,32480
"GA","Wilkes",18.538642,0.704225,1.082025,15.5,32.9,0.100604,22.9,34031
"GA","Wilkinson",21.716795,0.536136,1.082025,14.8,34.5,0,20.9,38103
"GA","Worth",7.841309,0.238777,1.082025,13.9,36.7,0.143266,21.7,39560
"IA","Adair",6.375786,0.670781,0.873642,11.6,32.4,0.134156,11.9,51531
"IA","Adams",6.422806,0.774194,0.873642,10.1,30.8,0,12.5,48162
"IA","Allamakee",8.128617,1.424704,0.948594,9.1,33.6,0.14247,10.8,47756
"IA","Appanoose",12.487121,0.710844,0.873642,11.6,35.4,0.078983,16.5,41018
"IA","Audubon",7.554672,0.517777,0.873642,11.7,31.2,0,10.3,50948
"IA","Benton",13.674111,0.46729,0.948594,10,34.4,0.077882,8.3,65127
"IA","Black Hawk",29.042715,0.752462,0.948594,9.5,29.9,0.127919,14.2,50335
"IA","Boone",11.720603,0.605304,0.873642,9.1,32.4,0.075663,8.8,58010
"IA","Bremer",9.135244,1.011286,0.948594,9.4,32.4,0.040451,7.8,65295
"IA","Buchanan",19.75664,0.47533,0.948594,9.5,35.2,0,10.3,55848
"IA","Buena Vista",9.535049,0.680338,0.873642,10.1,33,0.194382,13.7,51991
"IA","Butler",44.79581,0.6664,0.948594,10,33.8,0,9.2,54947
"IA","Calhoun",2.735491,0.709507,0.873642,10.7,32.4,0.101358,12.5,49206
"IA","Carroll",4.994237,1.021301,0.873642,8.9,30.7,0.1459,8.7,58575
"IA","Cass",25.492217,1.115407,0.873642,10.7,35.2,0.223081,13.9,45915
"IA","Cedar",20.134046,0.7061,0.948594,10.6,32.4,0.108631,7.3,60120
"IA","Cerro Gordo",16.554935,1.063485,0.948594,10.4,33.2,0.161835,12.3,50208
"IA","Cherokee",7.750899,0.591416,0.948594,11.3,37.5,0,10.3,52879
"IA","Chickasaw",15.07854,0.978474,0.948594,10.4,32.7,0.081539,8.5,57559
"IA","Clarke",7.917829,0.650971,0.873642,10.2,30.5,0,11.8,49424
"IA","Clay",10.489974,1.029367,0.948594,9.3,33.8,0.242204,11.6,52584
"IA","Clayton",3.471786,1.526113,0.948594,9.2,32.1,0,11.2,48598
"IA","Clinton",20.890096,0.728393,0.948594,12.1,33.4,0.124867,13.4,52945
"IA","Crawford",26.535203,0.812631,0.873642,11.7,34.2,0.11609,15.1,51834
"IA","Dallas",5.309259,0.736434,0.873642,8.4,29.8,0.142119,5.3,81381
"IA","Davis",10.918927,0.455529,0.948594,10.6,32.7,0.113882,12.7,49851
"IA","Decatur",9.852791,0.242043,0.873642,9.7,33.1,0,21.7,39424
"IA","Delaware",8.762065,0.977124,0.948594,10.6,33.9,0.057478,10.2,59260
"IA","Des Moines",28.138754,0.770091,0.948594,11.1,31.3,0.049683,14.7,50125
"IA","Dickinson",19.898703,2.125775,0.948594,9.6,33.4,0.236197,8.6,56869
"IA","Dubuque",19.595385,0.788627,0.948594,9.6,28.5,0.15565,12,57862
"IA","Emmet",27.720659,1.001001,0.948594,10.7,33.2,0.2002,13.8,46092
"IA","Fayette",5.446922,0.983139,0.948594,10.4,37.7,0.147471,12.9,47615
"IA","Floyd",18.564786,0.93301,0.948594,12.1,31,0.124401,14.5,49111
"IA","Franklin",17.112188,0.766577,0.873642,10.2,32.6,0.095822,11.9,52975
"IA","Fremont",75.467492,0.996867,0.873642,9.5,32.9,0,12.1,55421
"IA","Greene",13.116902,0.76087,0.873642,10.4,29.6,0,11.1,51002
"IA","Grundy",11.112636,1.212121,0.948594,11,31.7,0,6.3,62423
"IA","Guthrie",11.2706,0.652863,0.873642,9.4,35.9,0.093266,10.4,54719
"IA","Hamilton",18.020412,0.661507,0.873642,10.3,30.6,0.066151,11,54042
"IA","Hancock",12.563345,0.544119,0.948594,9.9,35.4,0.090686,9.2,56746
"IA","Hardin",14.499906,0.866501,0.873642,10.5,34.8,0,9.6,50947
"IA","Harrison",17.805439,0.698129,0.873642,11.7,32.3,0,9.9,57244
"IA","Henry",30.577309,0.791413,0.948594,11.5,34.6,0.049463,12,50241
"IA","Howard",36.847917,0.84665,0.948594,10.3,31.1,0.105831,11,50602
"IA","Humboldt",14.855078,0.93361,0.873642,9.7,31.8,0.103734,10.8,52702
"IA","Ida",1.061506,0.710026,0.948594,10.1,28.2,0.142005,10.6,53804
"IA","Iowa",15.840577,0.854962,0.948594,8.7,30.7,0,6.9,63185
"IA","Jackson",22.920963,1.385895,0.948594,11.7,33.1,0.051329,12.9,49956
"IA","Jasper",16.737807,0.406813,0.873642,9.7,32.2,0.027121,9.3,53765
"IA","Jefferson",12.266717,1.038961,0.948594,10.6,27.5,0.17316,15.3,43495
"IA","Johnson",15.420278,0.990955,0.948594,5.4,23,0.119477,18.3,57706
"IA","Jones",16.119979,1.075584,0.948594,10.2,37.6,0,11.1,55789
"IA","Keokuk",25.414978,0.586453,0.948594,11,29.9,0,12.1,50054
"IA","Kossuth",53.254791,1.05111,0.948594,11,32.7,0.065694,11.6,52433
"IA","Lee",19.763878,0.935215,0.948594,11.1,31.9,0.141699,15.9,45428
"IA","Linn",24.81829,0.845002,0.948594,10.3,31,0.137772,11,58142
"IA","Louisa",1.139075,0.627184,0.948594,9.8,37.4,0,10.8,53197
"IA","Lucas",21.66354,0.804505,0.873642,11.6,33.8,0.114929,14.7,46933
"IA","Lyon",11.216916,0.599161,0.948594,9.3,31.9,0,7.4,64057
"IA","Madison",16.45051,0.640656,0.873642,10,34.2,0.064066,8.2,65294
"IA","Mahaska",22.9485,0.581135,0.873642,10.1,31.9,0.134108,14.4,50335
"IA","Marion",12.938981,0.719317,0.873642,9.8,33.1,0.149858,9.2,57411
"IA","Marshall",21.364131,0.513875,0.873642,10.7,34.7,0,11.3,53980
"IA","Mills",10.389982,0.404558,0.873642,10.9,34.7,0.134853,10.3,62507
"IA","Mitchell",20.623842,0.92773,0.948594,9.7,30.3,0.092773,9.3,61352
"IA","Monona",15.13901,0.778124,0.873642,11.8,32.8,0.111161,13.2,43991
"IA","Monroe",24.94237,1.249844,0.873642,10.7,32.4,0,12.1,48181
"IA","Montgomery",20.001755,1.055561,0.873642,10.5,37.6,0.09596,13.4,43210
"IA","Muscatine",20.253334,0.675943,0.948594,9.2,34.2,0.069925,11.5,53401
"IA","O'Brien",28.337284,0.924872,0.948594,9.6,31.6,0.213432,9.2,53907
"IA","Osceola",18.485699,0.643294,0.948594,11.5,34.4,0,9.6,54415
"IA","Page",23.85097,0.903459,0.873642,12,35.3,0.064533,15.7,46870
"IA","Palo Alto",21.810578,0.98912,0.948594,10.6,35.7,0,11.6,48992
"IA","Plymouth",2.991904,0.76385,0.948594,9.8,32.2,0.120608,8.3,61929
"IA","Pocahontas",18.139754,0.560381,0.873642,11.9,31.9,0,13.1,47872
"IA","Polk",14.984919,0.795891,0.873642,8.6,29.2,0.158743,11.9,60436
"IA","Pottawattamie",34.493139,0.590585,0.873642,11.5,36,0.085903,13.5,52927
"IA","Poweshiek",18.940149,1.232055,0.873642,10.5,32.1,0.107135,10.9,52861
"IA","Ringgold",10.918965,0.989903,0.873642,11.4,34.9,0,14.1,45870
"IA","Sac",36.09348,1.59442,0.873642,10.4,33,0.099651,10.9,52506
"IA","Scott",10.997287,0.723509,0.948594,8.7,31.8,0.151703,12.4,58160
"IA","Shelby",26.152103,0.585872,0.873642,11,29.4,0,9.2,54614
"IA","Sioux",4.24442,0.836193,0.948594,8.9,29,0.115337,7.6,62875
"IA","Story",19.983044,0.733473,0.873642,6.7,27.1,0.159451,18.6,51706
"IA","Tama",17.069597,0.85955,0.948594,9.9,31.3,0.057303,11.2,59226
"IA","Taylor",4.24195,0.976721,0.873642,10.2,30.9,0,14.7,46466
"IA","Union",19.532104,0.958773,0.873642,11.8,37.8,0.159795,14.3,45010
"IA","Van Buren",52.116409,0.535619,0.948594,9.9,35.7,0,15.8,43653
"IA","Wapello",44.214644,0.624787,0.948594,12.8,35.6,0.085198,16,44738
"IA","Warren",14.158687,0.375344,0.873642,10.4,31.1,0.187672,7.8,67728
"IA","Washington",6.876041,0.815587,0.948594,9.4,31.5,0.181242,10.9,55283
"IA","Wayne",39.986779,0.938233,0.873642,11.6,33.3,0.312744,16.4,44381
"IA","Webster",23.281715,0.649439,0.873642,10,31.1,0.21648,14.6,44922
"IA","Winnebago",17.648487,1.136471,0.948594,9.7,28.6,0.094706,10.8,48408
"IA","Winneshiek",12.304368,0.914869,0.948594,7.9,25.4,0.144453,9.5,59096
"IA","Woodbury",25.790366,0.772457,0.948594,10.1,34.3,0.088001,14,50774
"IA","Worth",8.14916,0.524659,0.948594,11.9,33.7,0,10.9,50761
"IA","Wright",6.724005,1.168224,0.873642,10.7,34.4,0.155763,12.6,49882
"ID","Ada",17.173566,0.778911,0.721986,7.5,25.4,0.112614,11.7,58431
"ID","Adams",10.669243,1.813002,0.721986,11.6,27.6,0,15.8,39943
"ID","Bannock",28.822564,0.659892,0.721986,10,28.1,0.083986,22.3,43298
"ID","Bear Lake",25.879948,1.007218,0.721986,8.9,28.7,0,13.7,48309
"ID","Benewah",25.769015,0.548366,0.940068,9.4,30.1,0,18,41368
"ID","Bingham",20.442146,0.419713,0.721986,9.9,33.3,0.088361,14,49644
"ID","Blaine",28.420783,2.653384,0.721986,6.6,19.2,0.372405,8.9,65272
"ID","Boise",63.725716,1.905041,0.721986,9.6,22.4,0.146542,14.4,52728
"ID","Bonner",20.044298,0.985932,0.940068,7.6,24.7,0.144283,15.8,44072
"ID","Bonneville",23.122153,0.727286,0.721986,8.5,29.4,0.027619,13.2,54008
"ID","Boundary",14.569685,1.001913,0.940068,11,27.3,0.091083,15.8,41803
"ID","Butte",21.393055,0.762777,0.721986,9.5,28.5,0,15.9,43780
"ID","Camas",99.999999,1.924928,0.721986,9.4,25.7,0,10.7,46203
"ID","Canyon",19.312128,0.393811,0.721986,9.5,33.4,0.044304,15.9,44585
"ID","Caribou",31.45379,0.585052,0.721986,10.5,27.5,0,10.8,57017
"ID","Cassia",28.534553,0.807137,0.721986,9,30.5,0.084962,16.7,47932
"ID","Clark",100.000001,1.153403,0.721986,8.5,31.4,0,15.3,40098
"ID","Clearwater",17.640341,1.051156,0.940068,11.1,30.6,0,15.3,42630
"ID","Custer",42.986421,2.173913,0.721986,9.4,26.3,0,14,45801
"ID","Elmore",32.22325,0.804783,0.721986,8.6,29.8,0.076646,15,44509
"ID","Franklin",7.161531,0.460794,0.721986,7.9,30.7,0,9.7,53901
"ID","Fremont",12.338834,0.621746,0.721986,9,28.9,0.077718,15,49555
"ID","Gem",30.260951,0.592909,0.721986,9.9,28.5,0.118582,15.8,44017
"ID","Gooding",1.063608,0.663834,0.721986,9.8,30,0.066383,13.9,48950
"ID","Idaho",34.327114,1.171755,0.940068,9.5,25.7,0.123343,16.3,41157
"ID","Jefferson",11.69912,0.407091,0.721986,8.8,32.7,0,10.5,53555
"ID","Jerome",21.913584,0.657376,0.721986,7.7,33.3,0,15.8,47034
"ID","Kootenai",24.599386,0.78737,0.940068,9.6,25,0.11539,14.7,48864
"ID","Latah",11.820195,0.80706,0.940068,6.4,24.3,0.104137,19.6,46360
"ID","Lemhi",36.864993,1.812063,0.721986,12.1,26.8,0.129433,17.6,40087
"ID","Lewis",48.486616,0.521105,0.940068,10.5,29.7,0,16.3,41688
"ID","Lincoln",97.42763,0.752445,0.721986,8.3,32.3,0,14.5,46168
"ID","Madison",18.905999,0.368053,0.721986,5.5,24.5,0.078868,28.1,38065
"ID","Minidoka",17.604233,0.590464,0.721986,10.8,34.2,0,17,45429
"ID","Nez Perce",18.059291,0.724873,0.940068,11,30.9,0.149974,13.5,50939
