"state","county","loaccgro","fasfoo","diab","obesrate","fitplace","medinc","clusterNum"
"CA","Placer",0.155607658443923,0.0592745755258034,0.282178217821782,0.276536312849162,0.173389528775439,0.517532959245093,1
"CA","Plumas",0.081095599189044,0.147049342823605,0.321782178217822,0.312849162011173,0.19606550838554,0.232209774187911,1
"CA","Riverside",0.199963938000361,0.0364131357086949,0.282178217821782,0.396648044692737,0.0793513366278844,0.339795740053977,1
"CA","Sacramento",0.136528278634717,0.047076119623391,0.252475247524753,0.435754189944134,0.105844342192303,0.347950604819137,1
"CA","San Benito",0.176693498233065,0.0420135116638919,0.212871287128713,0.32122905027933,0.0417392213704813,0.520620158049046,1
"CA","San Bernardino",0.212829837871702,0.034523999723808,0.292079207920792,0.449720670391061,0.0644662730067318,0.29738073510281,1
"CA","San Diego",0.137049428629506,0.0545389195636886,0.217821782178218,0.20391061452514,0.133023172107864,0.428703182338893,1
"CA","San Francisco",0.0055557699444423,0.159883846720929,0.227722772277228,0.120111731843575,0.189716769134986,0.656592819835738,1
"CA","San Joaquin",0.126494298735057,0.0359196477126428,0.346534653465347,0.460893854748603,0.0713695085411884,0.295584723220007,1
"CA","San Luis Obispo",0.156788948432111,0.0843619673251043,0.257425742574257,0.354748603351955,0.16557064477217,0.377327534318389,1
"CA","San Mateo",0.0967199490328005,0.0739380234084958,0.247524752475248,0.259776536312849,0.176329818280867,0.759557695668214,1
"CA","Santa Barbara",0.13587696864123,0.0645383514836932,0.188118811881188,0.17877094972067,0.149009932293085,0.389831660291634,1
"CA","Santa Clara",0.0746099192539008,0.0626283354989733,0.252475247524753,0.215083798882682,0.155320975524339,0.769828942003378,1
"CA","Santa Cruz",0.140488258595117,0.070197623438419,0.183168316831683,0.23463687150838,0.170005399042764,0.407228705123973,1
"CA","Siskiyou",0.197989238020108,0.077564879379481,0.262376237623762,0.318435754189944,0.139359751352193,0.141283032056385,1
"CA","Solano",0.175008338249917,0.0400805996793552,0.321782178217822,0.511173184357542,0.115640443207907,0.430149700017475,1
"CA","Sonoma",0.154364808456352,0.0736849434105204,0.227722772277228,0.254189944134078,0.15312609440056,0.422975360658602,1
"CA","Stanislaus",0.117444328825557,0.0389776316881789,0.316831683168317,0.581005586592179,0.0960008171524184,0.282070947323457,1
"CA","Tulare",0.134968578650314,0.0323702637410379,0.232673267326733,0.581005586592179,0.0291925269465738,0.191668446498262,1
"CA","Ventura",0.158890268411097,0.0502022155983823,0.212871287128713,0.237430167597765,0.132208451690727,0.547453546395356,1
"CA","Yolo",0.0616206793837932,0.0513319675893443,0.178217821782178,0.304469273743017,0.0995807229853302,0.34825155816166,1
"CA","Yuba",0.207808447921916,0.0223886878208905,0.212871287128713,0.363128491620112,0.0328806568348963,0.229171116245656,1
"CO","Adams",0.151483828485162,0.0336995997304032,0.193069306930693,0.405027932960894,0.0758869508541188,0.389268586295944,1
"CO","Alamosa",0.0592545294074547,0.0667614234659086,0.168316831683168,0.312849162011173,0.2255048834585,0.166718443585811,1
"CO","Arapahoe",0.121470818785292,0.0542192395662461,0.148514851485149,0.268156424581006,0.151306957469162,0.428790555889948,1
"CO","Archuleta",0.297989197020108,0.147010750823914,0.128712871287129,0.131284916201117,0.0993144188489824,0.26665436964837,1
"CO","Boulder",0.14647695853523,0.0792766793657866,0.0396039603960396,0.0446927374301676,0.244493949180902,0.480535114459352,1
"CO","Broomfield",0.2978500270215,0.0544594315643245,0.108910891089109,0.162011173184358,0.156555216156271,0.617964002096965,1
"CO","Chaffee",0.100107928998921,0.160758070713935,0.153465346534653,0.243016759776536,0.264880199618662,0.272343358639303,1
"CO","Clear Creek",0.138931378610686,0.156743206746054,0.227722772277228,0.175977653631285,0.132360451768551,0.430732190357843,1
"CO","Conejos",0.0561744394382556,0.0261342717909258,0.133663366336634,0.354748603351955,0,0.137933712599266,1
"CO","Crowley",0.0789086292109137,0.0134328238925374,0.133663366336634,0.273743016759777,0,0.121458944139176,1
"CO","Delta",0.0844008291559917,0.0843655673250755,0.212871287128713,0.240223463687151,0.0407092688431457,0.191173329708949,1
"CO","Denver",0.092103199078968,0.0888256792893946,0.133663366336634,0.128491620111732,0.185002334721195,0.339708366502922,1
"CO","Douglas",0.191551858084481,0.0432496796540026,0.099009900990099,0.145251396648045,0.150725709171563,0.84492165504922,1
"CO","Eagle",0.154375658456243,0.174146398606829,0,0,0.252754241410172,0.507708288837543,1
"CO","El Paso",0.270582677294173,0.0427538876579689,0.183168316831683,0.293296089385475,0.124620607805751,0.360716851445547,1
"CO","Elbert",0.259296797407032,0.0386856716905146,0.0940594059405941,0.217877094972067,0,0.654097819544493,1
"CO","Garfield",0.153101608468984,0.104000975167992,0.0693069306930693,0.229050279329609,0.0846482353398965,0.403792012115799,1
"CO","Gilpin",0,0.0246111838031105,0.148514851485149,0.220670391061453,0,0.431965128244957,1
"CO","Grand",0.0284261297157387,0.262340133901279,0.113861386138614,0.156424581005587,0.250790400404685,0.359115003009533,1
"CO","Gunnison",0.120000788799992,0.224356102205151,0.0643564356435643,0.0837988826815643,0.154658255185027,0.240034561093529,1
"CO","Hinsdale",0.117759748822403,0.549618331603053,0.163366336633663,0.243016759776536,0,0.346766207793721,1
"CO","Jackson",0.274200187257998,0.103151879174785,0.163366336633663,0.268156424581006,0,0.233102926043143,1
"CO","Jefferson",0.227583797724162,0.0586568155307455,0.103960396039604,0.181564245810056,0.16764878983618,0.469050346581753,1
"CO","Kit Carson",0.11137199888628,0.0624380395004957,0.198019801980198,0.441340782122905,0,0.20577442090752,1
"CO","La Plata",0.143125778568742,0.0906851512745188,0.0742574257425743,0.125698324022346,0.202708519786762,0.367337824981069,1
"CO","Lake",0.199152718008473,0.097865999217072,0.103960396039604,0.159217877094972,0.165284884625861,0.223472419082384,1
"CO","Larimer",0.188993308110067,0.0628652154970783,0.0940594059405941,0.192737430167598,0.157570576676135,0.408141273323884,1
"CO","Logan",0.195416948045831,0.0479488316164093,0.183168316831683,0.379888268156425,0.107973559282462,0.227287730811797,1
"CO","Mesa",0.314567886854321,0.0475936556192508,0.193069306930693,0.326815642458101,0.0902223821938597,0.277216861153719,1
"CO","Mineral",0.127966578720334,0.515759323873925,0.173267326732673,0.175977653631285,0,0.267819350329107,1
"CO","Moffat",0.234160137658399,0.0835395833316833,0.148514851485149,0.391061452513967,0.0940588641581385,0.352202784303827,1
"CO","Montezuma",0.164329068356709,0.103368023173056,0.158415841584158,0.276536312849162,0,0.194949808749005,1
"CO","Montrose",0.205116677948833,0.0546081835631345,0.237623762376238,0.220670391061453,0.148753356161718,0.232666058287867,1
"CO","Morgan",0.119823128801769,0.0635413674916691,0.202970297029703,0.421787709497207,0.128776897933772,0.254286158087878,1
"CO","Ouray",0.0616499193835008,0.279974085760207,0.168316831683168,0.189944134078212,0,0.364134128109042,1
"CO","Phillips",0.0471343295286567,0.132019270943846,0.222772277227723,0.307262569832402,0.278707342698159,0.249189367609654,1
"CO","Pitkin",0.0914674190853258,0.314535309483718,0.0891089108910891,0.0865921787709497,0.482923703256936,0.521998718521251,1
"CO","Prowers",0.238819317611807,0.0358982637128139,0.252475247524753,0.399441340782123,0.202094439472353,0.179154612352678,1
"CO","Rio Blanco",0.0858426691415733,0.096615503227076,0.133663366336634,0.301675977653631,0,0.374075296584665,1
"CO","Rio Grande",0.121874538781255,0.0744378474044972,0.178217821782178,0.318435754189944,0.104764533639441,0.16858241267499,1
"CO","Routt",0.223494237765058,0.208170934334633,0.0396039603960396,0.0698324022346369,0.305719580528425,0.466914548667068,1
"CO","San Miguel",0.0976618290233817,0.275510229795918,0.0841584158415842,0.136871508379888,0.155102095412273,0.387346368172728,1
"CO","Sedgwick",0.185666198143338,0.122657615018739,0.232673267326733,0.287709497206704,0,0.169223152049395,1
"CO","Summit",0.184854078151459,0.288940245688478,0.0396039603960396,0.0363128491620111,0,0.453750266974739,1
"CO","Teller",0.128638218713618,0.0646457754828338,0.178217821782178,0.237430167597765,0.155970319856804,0.420334737782265,1
"CO","Weld",0.146736848532632,0.0396730076826159,0.153465346534653,0.396648044692737,0.096344945328612,0.451818340679184,1
"CO","Yuma",0.229069797709302,0.0917467192660262,0.138613861386139,0.363128491620112,0,0.252800807719939,1
"CT","Fairfield",0.293149627068504,0.0736420314108638,0.212871287128713,0.268156424581006,0.272669899606989,0.615527250839757,1
"CT","Hartford",0.28991604710084,0.062860751497114,0.311881188118812,0.418994413407821,0.1746845694385,0.450129118692115,1
"CT","Litchfield",0.182476228175238,0.0770623913835009,0.168316831683168,0.337988826815642,0.124891775944589,0.465535988194862,1
"CT","Middlesex",0.314603366853966,0.0768265193853878,0.252475247524753,0.343575418994413,0.162188947040741,0.582335009611091,1
"CT","New Haven",0.287494177125058,0.0635335914917313,0.282178217821782,0.410614525139665,0.141186184287326,0.377298409801371,1
"CT","New London",0.361341806386582,0.0723483354212133,0.292079207920792,0.441340782122905,0.128853505972995,0.414616624274314,1
"CT","Tolland",0.349311516506885,0.0451882076384943,0.193069306930693,0.363128491620112,0.128534913809876,0.570083296118673,1
"CT","Windham",0.158817358411826,0.0504624235963006,0.336633663366337,0.497206703910615,0.114327162535507,0.37288119138691,1
"DC","District of Columbia",0.0210865797891342,0.0880750072953999,0.237623762376238,0.29608938547486,0.162405395151562,0.487554123060793,1
"DE","New Castle",0.226868067731319,0.0511886875904905,0.282178217821782,0.444134078212291,0.193582435114207,0.420218239714191,1
"FL","Alachua",0.152279368477206,0.0542008075663935,0.247524752475248,0.385474860335196,0.15651752013697,0.234248490379201,1
"FL","Broward",0.0906669090933309,0.0568917355448661,0.306930693069307,0.35195530726257,0.119047676952411,0.298332135992078,1
"FL","Clay",0.243503727564963,0.0360364317117085,0.430693069306931,0.5,0.109550712089965,0.35289206453993,1
"FL","Collier",0.281776387182236,0.0836063993311488,0.262376237623762,0.215083798882682,0.115053114907195,0.383385433858222,1
"FL","Hillsborough",0.244317207556828,0.047861495617108,0.351485148514852,0.460893854748603,0.117323388069575,0.279750694134322,1
"FL","Manatee",0.21746504782535,0.055267127557863,0.361386138613861,0.377094972067039,0.100254387330246,0.270217268896957,1
"FL","Miami-Dade",0.0533485694665143,0.054915119560679,0.227722772277228,0.256983240223464,0.12101273395852,0.201862027454711,1
"FL","Monroe",0.279893477201065,0.201617926387057,0.262376237623762,0.284916201117318,0.267994377213121,0.344038211366328,1
"FL","Nassau",0.242288537577115,0.0620211595038307,0.371287128712871,0.46927374301676,0.0952250087552045,0.318554258975205,1
"FL","Orange",0.186383318136167,0.0602776795177786,0.272277227722772,0.365921787709497,0.108692215650414,0.268906665631128,1
"FL","Palm Beach",0.171725588282744,0.0604760395161917,0.356435643564356,0.270949720670391,0.15746964862446,0.327592567423257,1
"FL","Pinellas",0.143228918567711,0.066619871467041,0.371287128712871,0.38268156424581,0.136105733686136,0.239762732268023,1
"FL","Sarasota",0.265671247343288,0.0825267593397859,0.386138613861386,0.245810055865922,0.156226895988171,0.320253189134614,1
"FL","Seminole",0.27441800725582,0.0541810795665514,0.331683168316832,0.357541899441341,0.118161212498541,0.33457274333534,1
"FL","St. Johns",0.253891087461089,0.069713999442288,0.282178217821782,0.282122905027933,0.111600889139655,0.475719860978972,1
"GA","Barrow",0.129676598703234,0.0285089757719282,0.396039603960396,0.636871508379888,0.0664118740028795,0.299933984428092,1
"GA","Bryan",0.257693857423061,0.0552114715583082,0.445544554455446,0.488826815642458,0.0717282287248531,0.45391530590451,1
"GA","Cherokee",0.296958927030411,0.0439508876483929,0.267326732673267,0.421787709497207,0.136874246079614,0.504737588101664,1
"GA","Cobb",0.390380176096198,0.0541738075666095,0.257425742574257,0.310055865921788,0.138072006692867,0.458254858940256,1
"GA","Columbia",0.177327238226728,0.0429134396566925,0.351485148514852,0.516759776536313,0.122249406591696,0.508106323903462,1
"GA","Coweta",0.252522557474774,0.0350517597195859,0.361386138613861,0.418994413407821,0.0627857601463092,0.43079043939188,1
"GA","Dawson",0.0054197399458026,0.0439081916487345,0.356435643564356,0.444134078212291,0.158905745359742,0.362124536434771,1
"GA","DeKalb",0.242935267570647,0.0546360475629116,0.331683168316832,0.432960893854749,0.124603583797035,0.301924159757684,1
"GA","Fayette",0.333473796665262,0.0597461035220312,0.475247524752475,0.539106145251397,0.1663257811588,0.560103294953692,1
"GA","Forsyth",0.265011097349889,0.0458145356334837,0.371287128712871,0.491620111731844,0.154751887232966,0.728035260081937,1
"GA","Fulton",0.23460504765395,0.0802152713582778,0.267326732673267,0.337988826815642,0.186735135608389,0.35936741549036,1
"GA","Gwinnett",0.295973587040264,0.0551119675591043,0.247524752475248,0.494413407821229,0.0997266430600413,0.37767702852261,1
"GA","Jackson",0.0430997795690022,0.0360756717113946,0.391089108910891,0.435754189944134,0.0589626541888789,0.322388987049298,1
"GA","Lee",0.151882168481178,0.0172655998618752,0.366336633663366,0.541899441340782,0,0.444071219152282,1
"GA","Morgan",0.169329228306708,0.0761862233905102,0.410891089108911,0.410614525139665,0.1354417973462,0.273644253732792,1
"GA","Oconee",0.303719736962803,0.0430855196553158,0.297029702970297,0.474860335195531,0.13860339896494,0.519163932198124,1
"GA","Paulding",0.246721687532783,0.0270627837834977,0.381188118811881,0.46927374301676,0.114265146503755,0.386035764906899,1
"GA","Walton",0.168814518311855,0.0279403917764769,0.410891089108911,0.631284916201117,0.0416370773181836,0.334135875580063,1
"HI","Honolulu",0.231287827687122,0.0580043515359652,0.252475247524753,0.293296089385475,0.0625291840149422,0.520843446012854,1
"HI","Kauai",0.392085886079141,0.0950124232399006,0.247524752475248,0.245810055865922,0.0862715961710572,0.458497563248743,1
"HI","Maui",0.297545707024543,0.0839165753286674,0.217821782178218,0.29608938547486,0.104430133468228,0.444537211424577,1
"IA","Allamakee",0.0812861691871383,0.10257868717937,0.287128712871287,0.608938547486034,0.173243608700728,0.241364580704037,1
"IA","Benton",0.136741108632589,0.033644879730841,0.331683168316832,0.631284916201117,0.094704560488735,0.410005242413063,1
"IA","Boone",0.11720602882794,0.0435818876513449,0.287128712871287,0.575418994413408,0.0920062551072026,0.340912179873017,1
"IA","Bremer",0.0913524390864756,0.0728125914174993,0.301980198019802,0.575418994413408,0.0491884411844819,0.411636215366095,1
"IA","Buchanan",0.197566398024336,0.0342237597262099,0.306930693069307,0.653631284916201,0,0.319923111275071,1
"IA","Buena Vista",0.0953504890464951,0.0489843356081253,0.336633663366337,0.592178770949721,0.23636863302074,0.282478690561715,1
"IA","Carroll",0.0499423695005763,0.0735336714117306,0.277227722772277,0.527932960893855,0.177414490836219,0.346397297244821,1
"IA","Cass",0.254922167450778,0.0803093033575256,0.366336633663366,0.653631284916201,0.271266634888517,0.223491835427062,1
"IA","Cedar",0.201340457986595,0.0508391995932864,0.361386138613861,0.575418994413408,0.132095363632826,0.36139642350931,1
"IA","Cerro Gordo",0.165549348344507,0.0765709193874326,0.351485148514852,0.597765363128492,0.196791460757228,0.26516901928043,1
"IA","Chickasaw",0.150785398492146,0.070450127436399,0.351485148514852,0.583798882681564,0.0991514747655551,0.336533794147914,1
"IA","Clay",0.104899738951003,0.0741144234070846,0.297029702970297,0.614525139664804,0.29452021479435,0.288235636759024,1
"IA","Clayton",0.0347178596528214,0.109880135120959,0.292079207920792,0.567039106145251,0,0.249538861813875,1
"IA","Clinton",0.20890095791099,0.0524442955804456,0.435643564356436,0.603351955307263,0.151838349741235,0.291740286973574,1
"IA","Dallas",0.0530925894690741,0.053023247575814,0.252475247524753,0.502793296089385,0.172816792482198,0.567801875618896,1
"IA","Davis",0.109189268908107,0.0327980877376153,0.361386138613861,0.583798882681564,0.138480582902058,0.261703201755238,1
"IA","Delaware",0.0876206491237935,0.0703529274371766,0.361386138613861,0.61731843575419,0.0698932837853613,0.353047395297361,1
"IA","Dickinson",0.19898702801013,0.153055798775554,0.311881188118812,0.603351955307263,0.287215699054438,0.329835155233676,1
"IA","Dubuque",0.195953848040462,0.0567811435457508,0.311881188118812,0.466480446927374,0.189270496906494,0.339475370366775,1
"IA","Fayette",0.0544692194553078,0.0707860074337119,0.351485148514852,0.723463687150838,0.179324827814312,0.239995728404171,1
"IA","Franklin",0.171121878288781,0.0551935435584516,0.341584158415842,0.581005586592179,0.116519611658041,0.292031532143759,1
"IA","Greene",0.13116901868831,0.0547826395617389,0.351485148514852,0.497206703910615,0,0.272877308117974,1
"IA","Grundy",0.111126358888736,0.0872727113018183,0.381188118811881,0.55586592178771,0,0.383754344407122,1
"IA","Guthrie",0.11270599887294,0.0470061356239509,0.301980198019802,0.673184357541899,0.113411514066695,0.308962584703804,1
"IA","Hamilton",0.180204118197959,0.047628503618972,0.346534653465347,0.525139664804469,0.0804396571851045,0.302390152029979,1
"IA","Hancock",0.125633448743666,0.0391765676865875,0.326732673267327,0.659217877094972,0.110274232460407,0.32864105003592,1
"IA","Hardin",0.144999058550009,0.0623880715008954,0.356435643564356,0.642458100558659,0,0.272343358639303,1
"IA","Harrison",0.178054388219456,0.0502652875978777,0.415841584158416,0.572625698324022,0,0.333475719860979,1
"IA","Humboldt",0.148550778514492,0.0672199194622406,0.316831683168317,0.558659217877095,0.126140608583992,0.289381201095082,1
"IA","Ida",0.0106150598938494,0.051121871591025,0.336633663366337,0.458100558659218,0.172678168411222,0.300079607013184,1
"IA","Iowa",0.158405768415942,0.0615572635075419,0.267326732673267,0.527932960893855,0,0.391151971729802,1
"IA","Jasper",0.167378068326219,0.0292905357656757,0.316831683168317,0.569832402234637,0.0329791528853263,0.299700988291944,1
"IA","Jefferson",0.122667168773328,0.0748051914015585,0.361386138613861,0.43854748603352,0.210562667808086,0.199998058365532,1
"IA","Johnson",0.154202778457972,0.0713487594292099,0.103960396039604,0.312849162011173,0.145284106385462,0.337960895481817,1
"IA","Jones",0.161199788388002,0.0774420473804636,0.341584158415842,0.720670391061453,0,0.319350329107042,1
"IA","Lee",0.197638778023612,0.0673354794613162,0.386138613861386,0.56145251396648,0.172306072220709,0.218763955497738,1
"IA","Linn",0.248182897518171,0.0608401435132788,0.346534653465347,0.536312849162011,0.167530837775789,0.342193658621828,1
"IA","Louisa",0.0113907498860925,0.045157247638742,0.321782178217822,0.715083798882682,0,0.294186746403122,1
"IA","Lyon",0.112169158878308,0.0431395916548833,0.297029702970297,0.56145251396648,0,0.399617498009825,1
"IA","Madison",0.164505098354949,0.0461272316309821,0.331683168316832,0.625698324022346,0.0779042958869995,0.411626507193756,1
"IA","Mahaska",0.22948499770515,0.0418417196652662,0.336633663366337,0.56145251396648,0.163075411494611,0.266401957167544,1
"IA","Marion",0.129389808706102,0.0517908235856734,0.321782178217822,0.594972067039106,0.18222742130044,0.335096984641671,1
"IA","Mills",0.103899818961002,0.0291281757669746,0.376237623762376,0.639664804469274,0.163981331958442,0.384569830883638,1
"IA","Mitchell",0.206238417937616,0.0667965594656275,0.316831683168317,0.516759776536313,0.112812025759757,0.373356891831544,1
"IA","Muscatine",0.202533337974667,0.0486678956106568,0.292079207920792,0.625698324022346,0.0850288435347679,0.296167213560375,1
"IA","O'Brien",0.283372837166272,0.0665907834672737,0.311881188118812,0.553072625698324,0.259533444881124,0.30107954876415,1
"IA","Plymouth",0.0299190397008096,0.0549971995600224,0.321782178217822,0.569832402234637,0.146659403089614,0.378958507271421,1
"IA","Polk",0.149849188501508,0.0573041515415668,0.262376237623762,0.486033519553073,0.193031586832172,0.364464205968584,1
"IA","Poweshiek",0.189401488105985,0.0887079592903363,0.356435643564356,0.567039106145251,0.130276226701428,0.290924800497058,1
"IA","Scott",0.109972868900271,0.0520926475832588,0.267326732673267,0.558659217877095,0.184470942449123,0.342368405723938,1
"IA","Sioux",0.042444199575558,0.0602058955183528,0.277227722772277,0.480446927374302,0.14024986380793,0.388142438304565,1
"IA","Story",0.199830438001696,0.0528100555775196,0.168316831683168,0.427374301675978,0.193892515272968,0.279711861444964,1
"IA","Tama",0.17069596829304,0.0618875995048992,0.326732673267327,0.544692737430168,0.0696804836764076,0.352717317437819,1
"IA","Warren",0.141586868584131,0.0270247677838019,0.351485148514852,0.539106145251397,0.228209268843146,0.435256198668039,1
"IA","Washington",0.0687604093123959,0.0587222635302219,0.301980198019802,0.550279329608939,0.220390384839877,0.314437993903268,1
"IA","Webster",0.232817147671829,0.0467596076259231,0.331683168316832,0.539106145251397,0.263239814778785,0.213851620293963,1
"IA","Winnebago",0.176484868235151,0.0818259113453927,0.316831683168317,0.46927374301676,0.115162554963228,0.247694309069375,1
"IA","Winneshiek",0.123043678769563,0.0658705674730355,0.227722772277228,0.379888268156425,0.175654937935328,0.351455255033687,1
"IA","Wright",0.0672400493275995,0.084112127327103,0.366336633663366,0.631284916201117,0.189407904976847,0.262004155097761,1
"ID","Ada",0.171735658282643,0.0560815915513473,0.207920792079208,0.379888268156425,0.136938694112611,0.344999320427936,1
"ID","Bingham",0.204421457955785,0.0302193357582453,0.326732673267327,0.600558659217877,0.10744703101288,0.259693610080966,1
"ID","Blaine",0.284207827157922,0.191043646471651,0.163366336633663,0.206703910614525,0.452844711856492,0.411412927402287,1
"ID","Bonner",0.20044297799557,0.0709871034321032,0.212871287128713,0.360335195530726,0.175448217829488,0.205599673805409,1
"ID","Bonneville",0.231221527687785,0.0523645915810833,0.257425742574257,0.491620111731844,0.0335847211953773,0.302060074170437,1
"ID","Canyon",0.193121278068787,0.0283543917731649,0.306930693069307,0.603351955307263,0.0538736915833301,0.21057996621556,1
"ID","Franklin",0.0716153092838469,0.0331771677345827,0.227722772277228,0.527932960893855,0,0.301021299730113,1
"ID","Fremont",0.123388338766117,0.0447657116418743,0.282178217821782,0.477653631284916,0.0945051363866298,0.258829582742753,1
"ID","Gooding",0.0106360798936392,0.0477960476176316,0.321782178217822,0.508379888268156,0.0807217693295459,0.25295613847737,1
"ID","Jefferson",0.116991198830088,0.0293105517655156,0.272277227722772,0.583798882681564,0,0.297662272100654,1
"ID","Jerome",0.219135837808642,0.0473310716213514,0.217821782178218,0.600558659217877,0,0.234355280274935,1
"ID","Kootenai",0.245993857540061,0.0566906395464749,0.311881188118812,0.368715083798883,0.140314311840928,0.252121235656175,1
"ID","Latah",0.118201948817981,0.0581083195351334,0.153465346534653,0.349162011173184,0.126630656834896,0.227811972118129,1
