"state","county","loaccgro","fasfoo","relprimilk","diab","obesrate","fitplace","povrate","medinc","males","totpop","area"
"MN","Hubbard",21.449638,0.972148,0.948594,8.2,24.9,0.097215,10.6,52841,19065,37816,435.79
"MN","Isanti",9.122141,0.468591,0.873642,7.8,28,0.104131,7.7,63134,22747,45058,2667.72
"MN","Itasca",16.14412,0.636118,0.948594,8.9,32.2,0.04387,12.7,52064,5190,10266,702.98
"MN","Jackson",13.444187,0.876424,0.948594,9.5,31.5,0.09738,9.2,54001,8221,16239,521.59
"MN","Kanabec",7.292751,0.94162,0.873642,10.2,29.9,0.188324,11.7,48907,21078,42239,796.79
"MN","Kandiyohi",27.917353,0.638524,0.873642,8.1,29.1,0.070947,10.9,52597,2286,4552,1098.8
"MN","Kittson",72.687101,1.352875,0.948594,9.7,27.8,0,10.2,55545,6608,13311,3104.07
"MN","Koochiching",45.155893,1.244555,0.948594,11.1,28,0.155569,14.3,46807,3629,7259,765.02
"MN","Lac qui Parle",11.304727,1.015818,0.948594,10.1,28.8,0,8.4,50764,5479,10866,2109.29
"MN","Lake",8.303447,1.966292,0.948594,9.5,30.3,0,9.8,53093,2068,4045,1297.87
"MN","Lake of the Woods",41.186025,1.786626,0.948594,9.4,30.4,0.255232,11.7,46128,13988,27703,448.76
"MN","Le Sueur",7.137326,0.828232,0.873642,8.4,32.4,0.18005,8.5,62672,2960,5896,536.76
"MN","Lincoln",12.214852,1.036628,0.948594,9.3,28.3,0,9.3,52164,12845,25857,714.56
"MN","Lyon",25.9757,0.857199,0.948594,8.3,28.7,0.116891,12.2,55051,2752,5413,557.88
"MN","Mahnomen",35.187809,0.544959,0.948594,11.2,32.6,0,21.5,40849,4781,9439,1775.07
"MN","Marshall",63.380471,0.955718,0.948594,9.7,29.7,0,8.3,55889,10229,20840,712.35
"MN","Martin",44.235757,0.593472,0.873642,9.7,32.2,0.148368,13.6,48478,18277,36651,491.47
"MN","McLeod",24.924052,0.501644,0.873642,9.2,31.1,0.167215,8.6,60549,11833,23300,608.18
"MN","Meeker",21.494505,0.649154,0.873642,10.6,30.4,0.129831,7.9,58607,13102,26097,572.31
"MN","Mille Lacs",1.681679,1.004482,0.873642,11.6,35.9,0.115902,12.4,50633,16746,33198,1125.06
"MN","Morrison",29.391444,0.975312,0.873642,8.2,34.3,0.060957,10.9,54245,19497,39163,711.33
"MN","Mower",14.658217,0.63576,0.948594,8.4,30.8,0.101722,10.8,50878,4327,8725,704.7
"MN","Murray",14.479187,1.416765,0.948594,11.3,29.8,0.118064,9,50378,16364,32727,448.49
"MN","Nicollet",31.843787,0.392832,0.873642,7.7,29.9,0.060436,10.7,58839,10917,21378,715.11
"MN","Nobles",29.732978,0.787402,0.948594,7.8,28.8,0.046318,12.9,50100,3417,6852,872.79
"MN","Norman",31.701913,0.30125,0.948594,9.1,28.2,0,11.7,50775,70485,144248,653.35
"MN","Olmsted",19.532836,0.665394,0.948594,7,25.6,0.106463,8.9,70063,28724,57303,1972.07
"MN","Otter Tail",19.60075,0.746074,0.948594,10.3,29.4,0.086753,9.7,55357,6870,13930,616.57
"MN","Pennington",18.123962,1.138142,0.948594,8.3,27.5,0,10.4,51341,15934,29750,1411.29
"MN","Pine",9.004528,0.756144,0.873642,10.6,36.2,0,13.9,46332,4669,9596,465.06
"MN","Pipestone",28.251442,0.754229,0.948594,9.3,28.4,0,11,51939,15823,31600,1971.13
"MN","Polk",35.024007,0.820086,0.948594,9.6,33.5,0.094625,11.8,54270,5557,10995,669.71
"MN","Pope",12.857925,0.819374,0.948594,9.5,32.1,0.182083,8.4,53267,246642,508640,152.21
"MN","Ramsey",21.882725,0.657086,0.873642,8.2,25.8,0.105134,15.1,57299,2083,4089,432.41
"MN","Red Lake",99.192363,0.989364,0.948594,8.7,32.8,0,9.7,52244,7963,16059,878.57
"MN","Redwood",43.146831,1.095714,0.873642,9.1,32.6,0.128908,11,48520,7948,15730,982.91
"MN","Renville",33.066079,0.798669,0.873642,8.2,29.5,0,9.5,56835,32796,64142,495.68
"MN","Rice",22.534028,0.414422,0.873642,7.3,31.5,0.092094,9.2,59863,4788,9687,482.46
"MN","Rock",14.391281,0.732754,0.948594,9.5,28.4,0.209358,9.7,55462,7980,15629,1671.6
"MN","Roseau",29.452332,0.892914,0.948594,9.3,29.3,0.06378,9.4,54416,64715,129928,356.48
"MN","Scott",18.29115,0.357982,0.873642,5.7,24.6,0.100235,5.1,92898,45273,88499,432.92
"MN","Sherburne",17.069416,0.406031,0.873642,7.1,28.8,0.098764,7.5,79495,7648,15226,588.78
"MN","Sibley",1.591492,0.469232,0.873642,8.9,33.3,0.201099,8.9,57052,100207,200226,6247.4
"MN","St. Louis",25.613818,0.816127,0.948594,9.8,27.1,0.089575,13.4,50141,75933,150642,1343.13
"MN","Stearns",17.419785,0.778225,0.873642,7.6,27.6,0.156953,13.5,55244,18108,36576,429.65
"MN","Steele",21.604035,0.73825,0.873642,8,30.5,0.136713,9.4,60970,4799,9726,563.6
"MN","Stevens",13.580004,1.122449,0.948594,7.9,33.5,0.102041,10.9,54323,4925,9783,742.08
"MN","Swift",25.359078,0.953794,0.948594,8.6,28.6,0,11.9,47130,12746,24895,944.98
"MN","Todd",33.437092,0.576986,0.873642,8.1,30.4,0.12364,12.8,48840,1767,3558,573.9
"MN","Traverse",38.962875,0.295247,0.948594,11.3,32.1,0,14.4,46764,10866,21676,522.98
"MN","Wabasha",10.274287,1.12349,0.873642,7.7,32.2,0.093624,6.9,57873,6831,13843,536.27
"MN","Wadena",24.706605,0.726903,0.948594,10,29.2,0.07269,15,45597,8976,19136,423.36
"MN","Waseca",29.809454,0.578187,0.873642,6.8,33.7,0.157687,9.9,54495,117804,238136,384.28
"MN","Washington",39.778289,0.653875,0.873642,8.2,26.1,0.144414,5.1,88329,5612,11211,434.95
"MN","Watonwan",4.665871,0.812054,0.873642,7.9,26.9,0.270685,11.3,48044,3335,6576,750.96
"MN","Wilkin",28.686945,0.615858,0.948594,9.3,28.5,0,9.8,56583,25307,51461,626.21
"MN","Winona",14.182982,0.62626,0.948594,8.1,28.9,0.136994,12.7,54367,62622,124700,661.46
"MN","Wright",12.003943,0.523407,0.873642,8.3,28,0.092366,5.1,76407,5328,10438,759.1
"MN","Yellow Medicine",32.383997,0.890296,0.873642,9.2,29,0,12.5,51569,12204,25607,567.32
"MO","Adair",18.017788,0.546832,0.948594,9,29,0.039059,21.9,40222,8513,17291,432.7
"MO","Andrew",10.584178,0.287704,0.873642,9.9,29.3,0.115081,9.5,58675,2818,5685,547.3
"MO","Atchison",12.428828,1.114827,0.873642,12.2,29.8,0.185805,13,46339,11798,25529,692.24
"MO","Audrain",16.039833,0.502183,0.948594,11.7,34.7,0.038629,18.7,42480,17670,35597,778.25
"MO","Barry",11.124624,0.644944,0.948594,11,32.4,0.084123,20.7,37467,6113,12402,591.92
"MO","Barton",22.237312,0.663515,0.948594,13.9,35.3,0,18,39633,8407,17049,836.69
"MO","Bates",4.492622,0.66329,0.873642,11.3,32.1,0.060299,14.1,45887,9544,19056,704.06
"MO","Benton",9.965435,1.169839,0.873642,13.9,31.2,0.053174,18.7,34156,6187,12363,617.91
"MO","Bollinger",28.403964,0.484105,0.948594,10.9,33.1,0,18.3,41623,78950,162642,685.41
"MO","Boone",25.548738,0.903212,0.948594,7.5,28.4,0.173695,17.7,50865,44586,89201,408.03
"MO","Buchanan",22.973734,0.715196,0.873642,11.6,32.6,0.078225,17.3,48294,20620,42794,694.67
"MO","Butler",16.511935,0.744671,0.948594,11.7,35.1,0.069813,23.4,35509,4727,9424,426.39
"MO","Caldwell",18.666257,0.442772,0.873642,13.2,37.2,0,12.7,44470,22766,44332,834.58
"MO","Callaway",18.394663,0.558659,0.948594,10,34.3,0.067039,13.9,50514,21871,44002,655.92
"MO","Camden",13.062715,1.862747,0.948594,10.6,28.5,0.181731,14.9,49393,36612,75674,578.54
"MO","Cape Girardeau",25.237548,0.884128,0.948594,11.3,31.9,0.051254,16.4,49615,4536,9295,694.62
"MO","Carroll",18.501928,0.995245,0.873642,11.2,35.4,0.110583,15.7,43638,3055,6265,507.36
"MO","Carter",49.742707,0.479386,0.948594,11.2,31.1,0,21.4,32269,48595,99478,696.84
"MO","Cass",30.286065,0.574889,0.873642,10.8,30.3,0.029736,9.2,62996,6876,13982,474.48
"MO","Cedar",11.747404,0.716743,0.948594,13,31,0,19.9,37654,3861,7831,751.18
"MO","Chariton",10.262487,1.039771,0.873642,11.5,30.4,0,13.3,46230,37640,77422,562.65
"MO","Christian",20.186832,0.548105,0.948594,10.5,29.1,0.085261,10.4,54044,3568,7139,504.69
"MO","Clark",13.421633,0.722857,0.948594,11.1,34.3,0,14.7,43225,108361,221939,397.3
"MO","Clay",27.84608,0.62906,0.873642,10.4,29.3,0.132659,7.8,65106,10413,20743,418.96
"MO","Clinton",7.479807,0.788216,0.873642,10.9,34.5,0.049264,10.4,59655,38340,75990,393.75
"MO","Cole",25.884333,0.862103,0.948594,10.1,30.7,0.104497,11.9,56393,9267,17601,564.77
"MO","Cooper",24.469424,0.6824,0.948594,11,35.4,0.1706,14.4,46632,12291,24696,742.52
"MO","Crawford",5.173495,0.933063,0.873642,10.4,32.4,0,19.4,38491,3953,7883,490.01
"MO","Dade",9.658801,0.917672,0.948594,13.3,34.3,0,17.5,38516,8341,16777,540.77
"MO","Dallas",12.887334,0.549149,0.948594,12.1,33.7,0.061017,18.1,37780,4191,8433,563.24
"MO","Daviess",21.818214,0.602627,0.873642,10.5,32.6,0,15.3,43135,8086,12892,421.36
"MO","DeKalb",37.368037,0.315159,0.873642,12.1,36.1,0,20,44429,7766,15657,752.79
"MO","Dent",20.300378,0.574896,0.873642,13.6,34.6,0.063877,21.5,36808,6754,13684,813.63
"MO","Douglas",26.904471,0.516758,0.948594,11.9,32.5,0,23.1,32979,15344,31953,541.07
"MO","Dunklin",20.941001,0.829505,0.970305,11.4,32,0.063808,27.6,31920,50303,101492,922.68
"MO","Franklin",10.98464,0.617139,0.873642,10.5,30.4,0.078367,11.4,50438,7459,15222,517.8
"MO","Gasconade",2.24821,1.547155,0.873642,12.4,35,0,12.1,47717,3258,6738,491.42
"MO","Gentry",3.041802,0.878992,0.873642,11.9,28.7,0.146499,14.9,43811,134066,275174,675.3
"MO","Greene",18.088421,0.871041,0.948594,8.8,32,0.129432,17.7,43885,4895,10261,435.28
"MO","Grundy",30.336726,0.588408,0.873642,10.6,32.6,0,19.1,38763,4444,8957,722.5
"MO","Harrison",28.422795,0.810279,0.873642,12.8,34.1,0.115754,18,38005,10890,22272,696.95
"MO","Henry",31.028398,0.862539,0.873642,11.8,29.5,0.045397,18.8,42455,4731,9627,399.09
"MO","Hickory",13.636239,1.193188,0.948594,13.1,29.2,0,23.8,31320,2426,4912,462.69
"MO","Holt",99.513493,1.771479,0.873642,11.5,32.5,0.221435,13.7,42845,5041,10144,463.85
"MO","Howard",17.878138,0.885914,0.948594,10,33.9,0,15.9,44634,19549,40400,927.25
"MO","Howell",19.139342,0.821447,0.948594,12.3,31.5,0.149354,19.9,36604,5250,10630,550.26
"MO","Iron",22.442567,0.681796,0.873642,11.3,35.1,0.194799,22.9,33415,325853,674158,604.46
"MO","Jackson",22.252046,0.775771,0.873642,11.2,31,0.087823,17.6,48364,57292,117404,638.49
"MO","Jasper",27.38378,0.740155,0.948594,10.8,34.5,0.06806,16,43724,108846,218733,656.63
"MO","Jefferson",30.351267,0.413082,0.873642,10.6,30.4,0.08531,10.5,58747,26547,52595,829.28
"MO","Johnson",16.739893,0.49667,0.873642,9.8,30.9,0.03679,16.3,44109,2032,4131,504.01
"MO","Knox",19.308655,0.75,0.948594,10.9,31.7,0.5,18.7,40356,17527,35571,764.72
"MO","Laclede",20.713416,0.761873,0.948594,11.7,31.1,0.084653,17.4,40741,16479,33381,628.43
"MO","Lafayette",16.781847,0.856583,0.873642,11.9,29.1,0.061185,12.2,50325,19032,38634,611.74
"MO","Lawrence",11.465211,0.657497,0.948594,10,30,0.0263,18.3,41619,5118,10211,505.04
"MO","Lewis",41.52284,0.78911,0.948594,10.8,35.5,0.197278,16.3,45592,26208,52566,626.56
"MO","Lincoln",7.749184,0.497705,0.873642,11.5,31.5,0.036867,11.3,54584,6137,12761,615.56
"MO","Linn",26.539944,0.568597,0.873642,12.2,30.6,0.081228,17.4,39618,6801,15195,532.33
"MO","Livingston",11.503871,0.664319,0.873642,10,28.8,0.066432,18.8,40808,7615,15566,801.23
"MO","Macon",17.080829,0.969055,0.948594,12.6,32.8,0.193811,14.6,41080,6009,12226,494.39
"MO","Madison",14.216749,0.565977,0.873642,11.2,34.3,0.080854,19.3,35745,4638,9176,526.98
"MO","Maries",5.750726,0.776656,0.948594,12.4,33.7,0,15.4,43970,13854,28781,436.92
"MO","Marion",15.532912,0.829876,0.948594,12.5,37.3,0.172891,17.7,41297,11661,23083,539.48
"MO","McDonald",7.429533,0.438596,0.948594,10.3,28.1,0,20.1,37939,1903,3785,453.84
"MO","Mercer",99.768104,1.075558,0.873642,11.5,33.4,0.268889,14.2,43244,12314,24748,592.6
"MO","Miller",7.799594,1.073943,0.948594,11.7,30.8,0.039776,18.7,40077,7692,14358,411.58
"MO","Mississippi",0.323085,0.281057,0.948594,12.6,31.9,0.140528,26.6,33283,8229,15607,415.03
"MO","Moniteau",5.049581,0.504541,0.948594,9.6,28.3,0.126135,14.7,50525,4416,8840,647.65
"MO","Monroe",13.814594,1.033651,0.948594,12.6,30.8,0,14,44048,6118,12236,536.25
"MO","Montgomery",10.272733,0.506714,0.873642,11.8,33.9,0.168905,17,41470,10246,20565,597.63
"MO","Morgan",3.156745,1.482213,0.948594,11.3,28.3,0.049407,23.1,39219,9108,18956,674.84
"MO","New Madrid",3.030178,0.930385,0.948594,12.2,33.1,0,23.9,36386,28833,58114,624.77
"MO","Newton",14.752537,0.426636,0.948594,9.3,32,0.034131,14.5,46125,11848,23370,876.96
"MO","Nodaway",45.10461,0.519908,0.873642,10.6,29.7,0.086651,22.9,44119,5395,10881,789.8
"MO","Oregon",18.590875,0.733205,0.970305,10.3,32.4,0,24.7,33573,7219,13878,604.35
"MO","Osage",10.214066,0.729767,0.948594,11.3,33.3,0,9.6,55962,4909,9723,744.97
"MO","Ozark",55.175154,0.421408,0.948594,15.1,33.4,0,27.7,31838,8696,18296,492.54
"MO","Pemiscot",6.457318,0.793201,0.970305,13.1,34.4,0.056657,28,29621,9462,18971,474.35
"MO","Perry",15.778968,0.624935,0.873642,10.9,33,0,11.1,47226,20747,42201,682.22
"MO","Pettis",16.739958,0.663114,0.873642,12.4,36.5,0.094731,15.1,42137,23618,45156,671.78
"MO","Phelps",14.002072,0.735835,0.948594,11.4,27,0.089192,19.1,40676,10150,18516,670.44
"MO","Pike",24.506454,0.916887,0.873642,11.3,28.8,0.053935,18.2,43007,43960,89322,420.19
"MO","Platte",34.932127,0.854539,0.873642,11.3,30.8,0.116048,7.6,72548,15361,31137,635.52
"MO","Polk",5.676069,0.579635,0.948594,11.4,29.4,0.032202,17.5,41326,29212,52274,547.1
"MO","Pulaski",34.198312,0.561419,0.948594,8.5,28.4,0.074856,16.2,46756,2476,4979,517.32
"MO","Putnam",26.663868,0.414164,0.948594,11.8,31.9,0,18,37286,5141,10167,469.78
"MO","Ralls",8.931959,0.195027,0.948594,13,32.6,0,11.5,51015,13296,25414,482.68
"MO","Randolph",12.361884,0.757817,0.948594,12,33,0.159541,20,39976,11707,23494,568.81
"MO","Ray",19.177208,0.261449,0.873642,11.5,34.8,0.08715,11.1,54361,3414,6696,808.48
"MO","Reynolds",44.820674,0.456969,0.873642,12.2,32.6,0,21.5,34076,6984,14100,629.54
"MO","Ripley",20.736703,0.214761,0.948594,11.2,34.3,0,25.4,34069,11577,23370,755.5
"MO","Saline",27.491086,0.685313,0.873642,11,37.6,0.085664,16.5,41958,2155,4431,307.3
"MO","Schuyler",82.249526,0.457666,0.948594,11.4,30.3,0,18.3,37851,2355,4843,436.67
"MO","Scotland",9.621943,0.822538,0.948594,10,31.2,0.205634,15.8,41324,18879,39191,419.99
"MO","Scott",23.088203,0.719739,0.948594,12.6,36.5,0.077115,18.1,40285,4206,8441,1003.82
"MO","Shannon",16.585178,0.720375,0.948594,12.2,29.7,0,23.9,28171,3125,6373,500.86
"MO","Shelby",38.523356,1.309758,0.948594,11.5,33.1,0.16372,16.8,41696,176922,360485,560.44
"MO","St. Charles",37.851251,0.719381,0.873642,8.4,25,0.108039,6.3,74009,4947,9805,669.98
"MO","St. Clair",9.340966,0.951676,0.873642,12.4,28.6,0,22.6,35128,34794,65359,451.89
"MO","St. Francois",15.109869,0.591267,0.873642,12.2,32.8,0.060643,18.2,41222,472903,998954,507.8
"MO","St. Louis",26.758313,0.765564,0.873642,10.8,29,0.131753,10.3,61569,154171,319294,61.91
"MO","St. Louis",6.011974,1.140448,0.873642,13.5,33.8,0.116565,25.5,37948,9167,18145,499.15
"MO","Ste. Genevieve",20.214772,0.893156,0.873642,10.5,30.1,0,10.9,52806,14552,29968,823.22
"MO","Stoddard",6.221746,0.602672,0.948594,13.6,32.8,0.033482,19,38773,15868,32202,464.03
"MO","Stone",1.582925,0.932356,0.948594,13,33.2,0.096451,14.8,42186,3433,6714,647.98
"MO","Sullivan",27.248456,0.155982,0.948594,11.4,35.7,0,17.4,41405,25150,51675,632.44
"MO","Taney",30.145397,1.641158,0.948594,10.8,30.9,0.12908,16,39320,13529,26008,1177.27
"MO","Texas",18.074806,0.623976,0.948594,13,32.6,0.038998,23.3,34935,10269,21159,826.4
"MO","Vernon",32.028086,0.571401,0.948594,13.2,30.3,0.095234,18.5,40186,16199,32513,428.6
"MO","Warren",4.905376,0.451087,0.873642,11.8,28.4,0.060145,12.3,51933,12924,25195,759.91
"MO","Washington",18.170003,0.398772,0.873642,14.1,33.6,0.079754,20.7,37986,6773,13521,759.18
"MO","Wayne",34.625205,0.669045,0.948594,13.6,36.1,0,24.3,32566,18298,36202,592.56
"MO","Webster",7.836288,0.2982,0.948594,9.8,33.8,0.108436,19.2,43418,1066,2171,266.61
"MO","Worth",13.916762,1.447178,0.873642,12.5,30.2,0,15.9,43443,9176,18815,681.77
"MO","Wright",12.205501,0.546717,0.948594,10.7,31.4,0.109343,24.1,32634,16129,32297,462.41
"MS","Adams",22.243346,0.630179,1.136671,13.9,37.7,0.063018,29.6,32673,18111,37057,400.04
"MS","Alcorn",10.165493,0.856073,0.970305,14.3,37.9,0.053505,19.6,41383,6374,13131,730.1
"MS","Amite",17.840832,0.158366,1.01769,17.6,42.3,0.079183,22.2,37085,9303,19564,734.98
"MS","Attala",20.2167,0.469655,1.136671,15.4,39.2,0.156552,22.9,32988,4287,8729,406.62
"MS","Benton",36.835777,0,0.970305,15.9,37,0,25.3,32467,15876,34145,876.57
"MS","Bolivar",41.313609,0.681118,0.970305,16.5,37.5,0.177683,36.1,30311,7153,14962,586.57
"MS","Calhoun",8.126205,0.406918,0.970305,14.7,35.8,0,23,33906,5296,10597,628.24
"MS","Carroll",40.9244,0.292569,1.136671,16.8,34.2,0,19,39439,8267,17392,501.78
"MS","Chickasaw",3.940618,0.34656,1.136671,15.2,33.4,0,26.6,31937,4094,8547,418.18
"MS","Choctaw",3.162962,0.241138,1.136671,15.8,31.7,0,24.5,35370,4519,9604,487.41
"MS","Claiborne",15.12125,0,1.136671,17,47.6,0.110132,46.3,26959,7960,16732,691.55
"MS","Clarke",13.939021,0.429474,1.136671,14.9,34.8,0,21.8,38362,9670,20634,410.08
"MS","Clay",27.172141,0.642769,1.136671,14.6,35.3,0,27.6,32360,12003,26151,552.44
"MS","Coahoma",25.770492,0.604668,0.970305,16.8,42.9,0.040311,35,25948,14238,29449,777.24
"MS","Copiah",24.3663,0.451436,1.136671,15,37.4,0.034726,26.1,34723,9517,19568,413.79
"MS","DeSoto",26.873369,0.684559,0.970305,12.8,35.9,0.105317,10,60610,35850,74934,466.31
"MS","Forrest",12.299493,0.812263,1.01769,11.1,34.4,0.144111,26.6,35198,3942,8118,563.78
"MS","Franklin",30.626427,0.127665,1.136671,16.1,35.6,0,20.6,36391,11421,22578,478.71
"MS","George",9.935904,0.472042,1.01769,13.1,34.2,0.042913,17.1,48212,8510,14400,712.76
"MS","Greene",4.423448,0.209409,1.01769,13,38.5,0.069803,22.6,42699,10336,21906,422.11
"MS","Grenada",15.720535,0.738484,0.970305,14.5,38.9,0.138466,21.3,35163,21801,43929,473.75
"MS","Hancock",33.809498,0.805241,1.01769,13.6,31.9,0.087053,20.8,45911,93033,187105,573.99
"MS","Harrison",35.893204,0.884164,1.01769,13.4,32.3,0.075355,22,42370,115203,245285,869.74
"MS","Hinds",26.393635,0.410292,1.136671,12.4,34.9,0.06975,27.1,39158,8983,19198,756.7
"MS","Holmes",43.086673,0.108348,1.136671,17.5,46.1,0,43.3,24065,4390,9375,418.49
"MS","Humphreys",22.428692,0.228807,1.136671,17.3,41.6,0,41.5,25625,816,1406,413.05
"MS","Issaquena",42.472637,0,1.136671,15.5,34.4,0,40.4,28859,11442,23401,532.79
"MS","Itawamba",11.839331,0.552557,1.136671,12.8,34.5,0.042504,18.1,39296,68850,139668,722.75
"MS","Jackson",29.562935,0.580996,1.01769,14.3,32,0.12045,16.1,46339,8230,17062,676.24
"MS","Jasper",11.717573,0.240949,1.136671,16.8,37.9,0,22.8,35092,3829,7726,519.93
"MS","Jefferson",11.319174,0,1.136671,16.9,44.5,0,39.3,26405,5965,12487,408.44
"MS","Jefferson Davis",16.550206,0.169176,1.136671,15.6,39.4,0,30.5,28845,33020,67761,694.8
"MS","Jones",9.713818,0.307512,1.136671,14.6,38.4,0.058574,23.2,36413,5111,10456,766.18
"MS","Kemper",49.253623,0.295188,1.136671,15.9,36.9,0,31.9,30381,23384,47351,631.71
"MS","Lafayette",33.156212,1.001323,0.970305,10.4,34.3,0.188929,21,43435,26919,55658,497.06
"MS","Lamar",14.335245,0.63229,1.01769,10.8,32.8,0.049918,16.4,53205,38676,80261,703.63
"MS","Lauderdale",20.963713,0.614505,1.136671,13.3,32.3,0.050164,22,38334,6347,12929,430.67
"MS","Lawrence",15.31075,0.159974,1.136671,15.9,36.8,0,20.9,39460,12350,23805,583
"MS","Leake",17.562892,0.388048,1.136671,13.5,40.9,0.043117,24.3,35804,39709,82910,449.95
"MS","Lee",21.878622,0.973653,0.970305,13.7,33,0.082115,17.4,43098,15512,32317,592.54
"MS","Leflore",45.506378,0.668322,1.136671,16.1,44,0.095475,42.3,26520,16682,34869,586.12
"MS","Lincoln",20.399151,0.431344,1.136671,12.9,39.1,0.086269,20,40627,28341,59779,505.51
"MS","Lowndes",16.579248,0.786874,1.136671,13.6,34.3,0.08371,23.5,41880,45612,95203,714.51
"MS","Madison",20.37201,0.73755,1.136671,10.2,28.6,0.236016,12.7,67482,13092,27088,542.38
"MS","Marion",29.349563,0.541209,1.01769,13.6,34.2,0.077316,24.2,34742,18398,37144,706.19
"MS","Marshall",18.487051,0.248385,0.970305,15.5,39.1,0.027598,23.3,38006,17582,36989,765.09
"MS","Monroe",6.576371,0.583285,1.136671,14.2,38,0.055551,20.7,38893,5194,10925,406.98
"MS","Montgomery",16.177942,0.480769,1.136671,14.4,38.3,0,25.8,34264,14231,29676,570.14
"MS","Neshoba",8.202661,0.373324,1.136671,13.4,37.5,0.067877,25.5,38068,10412,21720,578.1
"MS","Newton",11.66621,0.32063,1.136671,15.6,34.8,0.045804,22.7,36991,5526,11545,695.14
"MS","Noxubee",15.890261,0,1.136671,17.7,40.6,0.089969,34.3,28041,23752,47671,458.2
"MS","Oktibbeha",28.416125,0.910673,1.136671,10.2,34.2,0.080949,27.1,38011,16683,34707,685.14
"MS","Panola",20.312789,0.435489,0.970305,14.5,36,0.029033,24.8,35517,27569,55834,810.86
"MS","Pearl River",13.032837,0.543242,1.01769,12.7,33.7,0.072432,21,43420,5984,12250,647.25
"MS","Perry",9.167378,0.163572,1.01769,11.8,37.2,0,21,37777,19232,40404,409.02
"MS","Pike",13.716644,0.574167,1.01769,15.6,37.2,0.099855,30.1,31976,14771,29957,497.69
"MS","Pontotoc",10.779656,0.549273,0.970305,13.5,31.1,0.03231,15.6,39977,12353,25276,414.98
"MS","Prentiss",6.765823,0.393267,0.970305,16.3,33.1,0.039327,19.5,38550,3929,8223,405.01
"MS","Quitman",32.017559,0.130242,0.970305,15.4,41.5,0,38.2,26467,68525,141617,775.49
"MS","Rankin",26.778402,0.479503,1.136671,11.1,31.5,0.148578,9.7,58426,13828,28264,609.19
"MS","Scott",12.833784,0.456765,1.136671,15.1,33.7,0.035136,21.7,34469,2251,4916,431.72
"MS","Sharkey",27.871777,0.215193,1.136671,17.1,37.5,0,34.3,27589,13339,27503,589.16
"MS","Simpson",10.375583,0.436952,1.136671,13.9,37.7,0.072825,24.5,37742,8028,16491,636.25
"MS","Smith",16.345619,0.123548,1.136671,14.4,36.8,0,19.5,40637,8905,17786,445.49
"MS","Stone",21.608072,0.391608,1.01769,12.4,35.8,0.055944,20.5,42295,15726,29450,697.75
"MS","Sunflower",36.328696,0.32732,1.136671,15.2,42.2,0.072738,39.3,28184,8433,15378,645.29
"MS","Tallahatchie",51.182173,0.33873,0.970305,15.3,39.6,0,32.9,29474,13960,28886,404.76
"MS","Tate",28.359546,0.17728,0.970305,16.7,37.4,0.035456,19.2,43376,10861,22232,457.82
"MS","Tippah",11.203384,0.317619,0.970305,12.8,33.9,0,18.2,38297,9462,19593,424.25
"MS","Tishomingo",0,0.978373,0.970305,15,36.6,0,17.1,37740,5092,10778,454.67
"MS","Tunica",17.567508,0.566145,0.970305,16.2,40.7,0,28.9,30970,13255,27134,415.6
"MS","Union",12.260089,0.462683,0.970305,11.3,33.2,0.035591,17,42120,7502,15443,403.94
"MS","Walthall",10.625904,0.672993,1.01769,17,38.3,0.067299,27.6,31202,23167,48773,588.5
