"state","county","loaccgro","fasfoo","diab","obesrate","fitplace","medinc","obesrateLevel","clusterNum"
"FL","Brevard",0.402487055975129,0.0620594635035243,0.415841584158416,0.385474860335196,0.0982613623098175,0.266566996097315,"low",4
"FL","Charlotte",0.418141685818583,0.0538480795692154,0.534653465346535,0.388268156424581,0.0938302560410911,0.219414403044483,"low",4
"FL","Citrus",0.310729846892702,0.0439097036487224,0.559405940594059,0.405027932960894,0.0697960037355539,0.165893248936955,"low",4
"FL","Clay",0.243503727564963,0.0360364317117085,0.430693069306931,0.5,0.109550712089965,0.35289206453993,"low",4
"FL","Duval",0.247186617528134,0.055822751553418,0.391089108910891,0.525139664804469,0.10836632748356,0.258926664466148,"low",4
"FL","Escambia",0.364970396350296,0.0470483996236128,0.450495049504951,0.477653631284916,0.0939421280983696,0.221744364405957,"low",4
"FL","Flagler",0.34527299654727,0.051324119589407,0.450495049504951,0.346368715083799,0.0593700143974474,0.266518455235617,"low",4
"FL","Glades",0.569039684309603,0.0158415838732673,0.51980198019802,0.594972067039106,0,0.168155253092053,"low",4
"FL","Gulf",0.187374428126256,0.049673879602609,0.386138613861386,0.533519553072626,0.0762675590489902,0.178882783527173,"low",4
"FL","Hardee",0.352956736470433,0.0209690638322475,0.46039603960396,0.61731843575419,0.0885357893303241,0.125779080830243,"low",4
"FL","Hernando",0.36051598639484,0.0438088316495293,0.5,0.567039106145251,0.0760632709443947,0.196192454808458,"low",4
"FL","Highlands",0.33159601668404,0.0410440316716477,0.53960396039604,0.536312849162011,0.0742696700260711,0.114527309088791,"low",4
"FL","Indian River",0.371728856282711,0.0581948635344411,0.400990099009901,0.354748603351955,0.159607377718977,0.262052695959459,"low",4
"FL","Lake",0.275003397249966,0.0474389276204886,0.564356435643564,0.488826815642458,0.111704249192576,0.260344057627711,"low",4
"FL","Marion",0.272938347270617,0.0373620957011032,0.46039603960396,0.486033519553073,0.05736361337017,0.166582529173058,"low",4
"FL","Okaloosa",0.347151826528482,0.0740107434079141,0.316831683168317,0.407821229050279,0.117570236195961,0.315486476515931,"low",4
"FL","Okeechobee",0.478301935216981,0.0478172876174617,0.410891089108911,0.536312849162011,0.0310603039028756,0.125167465972856,"low",4
"FL","Osceola",0.214198557858014,0.0499015436007877,0.430693069306931,0.483240223463687,0.0627188801120666,0.215841795623556,"low",4
"FL","Pasco",0.236244327637557,0.0397583996819328,0.440594059405941,0.539106145251397,0.0977153780302736,0.225093683863076,"low",4
"FL","Polk",0.32869302671307,0.0336947757304418,0.544554455445545,0.572625698324022,0.0728104692789603,0.205133681533115,"low",4
"FL","Santa Rosa",0.410221815897782,0.0312809757497522,0.282178217821782,0.399441340782123,0.104172341336239,0.353328932295206,"low",4
"FL","St. Lucie",0.368665706313343,0.038841623689267,0.405940594059406,0.449720670391061,0.0752096385073349,0.223520959944081,"low",4
"FL","Volusia",0.345841896541581,0.0631291674949667,0.450495049504951,0.396648044692737,0.141358856375734,0.188726870279401,"low",4
"FL","Washington",0.413311945866881,0.0323912877408697,0.475247524752475,0.745810055865922,0,0.130419587208512,"high",4
"GA","Bartow",0.324793086752069,0.0460014476319884,0.435643564356436,0.653631284916201,0.0836681388380871,0.271887074539347,"low",4
"GA","Bibb",0.247019847529802,0.053331623573347,0.465346534653465,0.544692737430168,0.118515068679715,0.155097761295459,"low",4
"GA","Camden",0.438076435619236,0.0608914795128682,0.376237623762376,0.550279329608939,0.0934897758667653,0.28942003378444,"low",4
"GA","Carroll",0.219032847809672,0.0536404315708765,0.396039603960396,0.55586592178771,0.0959217771119499,0.219006659806225,"low",4
"GA","Catoosa",0.348652806513472,0.0318191037454472,0.440594059405941,0.446927374301676,0.055591900463053,0.272654020154166,"low",4
"GA","Chatham",0.221081937789181,0.0828290153373679,0.381188118811881,0.544692737430168,0.107276790925717,0.252325107275304,"low",4
"GA","Clarke",0.347041086529589,0.0750136313998909,0.247524752475248,0.377094972067039,0.180985884664773,0.10104265770926,"low",4
"GA","Clayton",0.382431156175688,0.0231440398148477,0.410891089108911,0.731843575418994,0.0136350149811277,0.182872842358698,"high",4
"GA","Dougherty",0.39073195609268,0.045191375638469,0.450495049504951,0.631284916201117,0.0789549204249193,0.115575791701454,"low",4
"GA","Douglas",0.322161106778389,0.0378740156970079,0.430693069306931,0.572625698324022,0.0613362874041792,0.34511581849601,"low",4
"GA","Glynn",0.264683117353169,0.0884940472920476,0.405940594059406,0.402234636871508,0.11838130861123,0.2279770110479,"low",4
"GA","Henry",0.332836556671634,0.0407352236741182,0.504950495049505,0.594972067039106,0.0796006167555158,0.413014775838301,"low",4
"GA","Houston",0.37022804629772,0.0376631996986944,0.49009900990099,0.536312849162011,0.089705581929258,0.320039609343145,"low",4
"GA","Jasper",0.227726587722734,0.0375223676998211,0.46039603960396,0.488826815642458,0,0.228180882667029,"low",4
"GA","Liberty",0.425884235741158,0.0298168557614652,0.351485148514852,0.645251396648045,0.037302035098642,0.162301225171349,"low",4
"GA","Lowndes",0.246240597537594,0.0545440315636477,0.410891089108911,0.544692737430168,0.0964033133584964,0.143729491485933,"low",4
"GA","Muscogee",0.285177817148222,0.0440845196473238,0.5,0.474860335195531,0.0786910482898167,0.183814535075627,"low",4
"GA","Newton",0.253323947466761,0.0256956477944348,0.351485148514852,0.589385474860335,0.0586452780263823,0.274576238277382,"low",4
"GA","Richmond",0.393556886064431,0.0464820476281436,0.504950495049505,0.622905027932961,0.0603865909179346,0.174038405529775,"low",4
"GA","Rockdale",0.411081275889187,0.0484080476127356,0.485148514851485,0.675977653631285,0.0969979376629441,0.277809059666427,"low",4
"GA","Upson",0.25045697749543,0.035648999714808,0.425742574257426,0.564245810055866,0,0.145331339921946,"low",4
"GA","Walker",0.254956097450439,0.0221642638226859,0.450495049504951,0.567039106145251,0.0356507062531616,0.187901675630546,"low",4
"GA","Ware",0.392520176074798,0.0405462236756302,0.445544554455446,0.662011173184358,0.136955718121328,0.120148340873347,"low",4
"GA","Wayne",0.286814057131859,0.0504858235961134,0.485148514851485,0.558659217877095,0.0406022607883575,0.180300176688737,"low",4
"IA","Black Hawk",0.290427147095729,0.0541772635665819,0.306930693069307,0.505586592178771,0.155549583641387,0.266401957167544,"low",4
"IA","Buchanan",0.197566398024336,0.0342237597262099,0.306930693069307,0.653631284916201,0,0.319923111275071,"low",4
"IA","Butler",0.447958095520419,0.0479807996161536,0.331683168316832,0.614525139664804,0,0.311176047997204,"low",4
"IA","Cass",0.254922167450778,0.0803093033575256,0.366336633663366,0.653631284916201,0.271266634888517,0.223491835427062,"low",4
"IA","Clinton",0.20890095791099,0.0524442955804456,0.435643564356436,0.603351955307263,0.151838349741235,0.291740286973574,"low",4
"IA","Crawford",0.26535202734648,0.0585094315319245,0.415841584158416,0.625698324022346,0.141165512276742,0.280954507504417,"low",4
"IA","Des Moines",0.281387537186125,0.0554465515564276,0.386138613861386,0.544692737430168,0.0604145589322542,0.264363240976254,"low",4
"IA","Emmet",0.277206587227934,0.0720720714234234,0.366336633663366,0.597765363128492,0.243443324642982,0.22521018193115,"low",4
"IA","Floyd",0.185647858143521,0.0671767194625862,0.435643564356436,0.536312849162011,0.151271693451107,0.254519154224026,"low",4
"IA","Henry",0.305773086942269,0.0569817355441461,0.405940594059406,0.636871508379888,0.0601470387952839,0.265489388967633,"low",4
"IA","Howard",0.368479166315208,0.0609587995123296,0.346534653465347,0.539106145251397,0.128690561889568,0.268994039182184,"low",4
"IA","Jackson",0.229209627707904,0.0997844392017245,0.415841584158416,0.594972067039106,0.0624160959570411,0.262722559850882,"low",4
"IA","Keokuk",0.254149777458502,0.0422246156622031,0.381188118811881,0.505586592178771,0,0.263673960740151,"low",4
"IA","Kossuth",0.532547904674521,0.0756799193945606,0.381188118811881,0.583798882681564,0.0798839449005798,0.286769702735763,"low",4
"IA","Lee",0.197638778023612,0.0673354794613162,0.386138613861386,0.56145251396648,0.172306072220709,0.218763955497738,"low",4
"IA","Lucas",0.216635397833646,0.0579243595366051,0.410891089108911,0.614525139664804,0.139753735553913,0.233374754868648,"low",4
"IA","Mahaska",0.22948499770515,0.0418417196652662,0.336633663366337,0.56145251396648,0.163075411494611,0.266401957167544,"low",4
"IA","Marshall",0.213641307863587,0.036998999704008,0.366336633663366,0.639664804469274,0,0.301788245344931,"low",4
"IA","Monroe",0.249423697505763,0.0899887672800899,0.366336633663366,0.575418994413408,0,0.245490553948314,"low",4
"IA","Muscatine",0.202533337974667,0.0486678956106568,0.292079207920792,0.625698324022346,0.0850288435347679,0.296167213560375,"low",4
"IA","Palo Alto",0.218105777818942,0.0712166394302669,0.361386138613861,0.667597765363129,0,0.253363881715628,"low",4
"IA","Pottawattamie",0.344931386550686,0.042522119659823,0.405940594059406,0.675977653631285,0.104458101482548,0.291565539871464,"low",4
"IA","Sac",0.360934796390652,0.114798239081614,0.351485148514852,0.592178770949721,0.121175678041947,0.287478399316545,"low",4
"IA","Shelby",0.26152102738479,0.0421827836625377,0.381188118811881,0.491620111731844,0,0.307943226608159,"low",4
"IA","Van Buren",0.521164084788359,0.0385645676914835,0.326732673267327,0.667597765363129,0,0.201531949595169,"low",4
"IA","Wapello",0.442146435578536,0.0449846636401227,0.47029702970297,0.664804469273743,0.10360082104362,0.2120653165835,"low",4
"IA","Wayne",0.399867786001322,0.0675527754595778,0.410891089108911,0.600558659217877,0.380296898712012,0.208599499058307,"low",4
"IA","Webster",0.232817147671829,0.0467596076259231,0.331683168316832,0.539106145251397,0.263239814778785,0.213851620293963,"low",4
"IA","Woodbury",0.257903657420963,0.0556169035550648,0.336633663366337,0.628491620111732,0.107009270788747,0.270663844824573,"low",4
"ID","Bannock",0.288225637117744,0.0475122236199022,0.331683168316832,0.455307262569832,0.102127028289038,0.198085548414655,"low",4
"ID","Bear Lake",0.258799477412005,0.0725196954198424,0.277227722772277,0.472067039106145,0,0.246733200007767,"low",4
"ID","Benewah",0.257690147423099,0.0394823516841412,0.301980198019802,0.511173184357542,0,0.179348775799468,"low",4
"ID","Bingham",0.204421457955785,0.0302193357582453,0.326732673267327,0.600558659217877,0.10744703101288,0.259693610080966,"low",4
"ID","Butte",0.213930547860695,0.0549199435606404,0.306930693069307,0.466480446927374,0,0.202764887482283,"low",4
"ID","Canyon",0.193121278068787,0.0283543917731649,0.306930693069307,0.603351955307263,0.0538736915833301,0.21057996621556,"low",4
"ID","Caribou",0.314537896854621,0.04212374366301,0.356435643564356,0.43854748603352,0,0.331271964739918,"low",4
"ID","Cassia",0.285345527146545,0.0581138635350891,0.282178217821782,0.522346368715084,0.103313844896689,0.243073219035784,"low",4
"ID","Custer",0.429864205701358,0.156521734747826,0.301980198019802,0.405027932960894,0,0.222385103780362,"low",4
"ID","Elmore",0.322232496777675,0.057944375536445,0.262376237623762,0.502793296089385,0.0932015837192109,0.20984214511776,"low",4
"ID","Gem",0.302609506973905,0.0426894476584844,0.326732673267327,0.466480446927374,0.144195785828242,0.205065724326738,"low",4
"ID","Idaho",0.343271136567289,0.0843663593250691,0.306930693069307,0.388268156424581,0.149985164792404,0.177300351435839,"low",4
"ID","Jerome",0.219135837808642,0.0473310716213514,0.217821782178218,0.600558659217877,0,0.234355280274935,"low",4
"ID","Lemhi",0.368649926313501,0.130468534956252,0.435643564356436,0.418994413407821,0.157390608583992,0.1669126070326,"low",4
"ID","Lewis",0.484866155151338,0.0375195596998435,0.356435643564356,0.5,0,0.1824553909481,"low",4
"ID","Owyhee",0.187455608125444,0.0634193274926454,0.306930693069307,0.519553072625698,0,0.163524454886123,"low",4
"ID","Payette",0.238995147610049,0.0220704478234364,0.292079207920792,0.600558659217877,0,0.209745063394365,"low",4
"ID","Washington",0.209134257908657,0.0646642074826863,0.391089108910891,0.516759776536313,0.121344702128487,0.152398889385084,"low",4
"IL","Alexander",0.212193387878066,0.0384410156924719,0.400990099009901,0.463687150837989,0,0.097353552220259,"low",4
"IL","Bureau",0.357684466423155,0.0595744555234044,0.396039603960396,0.483240223463687,0.107800887194054,0.27552763916665,"low",4
"IL","Carroll",0.187260488127395,0.0636085434911317,0.440594059405941,0.46927374301676,0,0.267343649884473,"low",4
"IL","Edgar",0.359834406401656,0.0564990475480076,0.336633663366337,0.516759776536313,0.204472936690144,0.266120420169699,"low",4
"IL","Edwards",0.18499599815004,0.0326432157388543,0.356435643564356,0.544692737430168,0,0.246927363454556,"low",4
"IL","Effingham",0.171431688285683,0.0545454715636362,0.366336633663366,0.558659217877095,0.0708624362815674,0.293021765722385,"low",4
"IL","Fayette",0.345970116540299,0.0757201673942387,0.346534653465347,0.592178770949721,0.111202040935445,0.183911616799021,"low",4
"IL","Hancock",0.384418256155817,0.0193924078448607,0.391089108910891,0.46927374301676,0,0.245801215463177,"low",4
"IL","Jackson",0.219984057800159,0.0579117595367059,0.282178217821782,0.550279329608939,0.122257918596054,0.133186416325263,"low",4
"IL","Jefferson",0.220151797798482,0.0467120156263039,0.386138613861386,0.513966480446927,0.157783376785089,0.228782789352077,"low",4
"IL","Jersey",0.156523318434767,0.0669885834640913,0.351485148514852,0.592178770949721,0.0538749075839527,0.300662097353552,"low",4
"IL","Jo Daviess",0.199405558005944,0.12941495896468,0.48019801980198,0.494413407821229,0.0546422039768084,0.274809234413529,"low",4
"IL","Johnson",0.21119296788807,0.0342830157257359,0.356435643564356,0.491620111731844,0.0965005934083038,0.232452478496398,"low",4
"IL","Logan",0.364445846355542,0.0508303435933572,0.321782178217822,0.486033519553073,0.0817590178606172,0.342669359066462,"low",4
"IL","Macon",0.269171507308285,0.0544901035640792,0.331683168316832,0.5,0.101005875715008,0.24666524280139,"low",4
"IL","Madison",0.358125526418745,0.055642247554862,0.331683168316832,0.572625698324022,0.182473053426203,0.291973283109722,"low",4
"IL","Marion",0.272569827274302,0.0504005755967954,0.356435643564356,0.606145251396648,0.157631376707265,0.195367260159602,"low",4
"IL","Mason",0.311123366888766,0.0569866315441069,0.386138613861386,0.55586592178771,0,0.202405685105722,"low",4
"IL","Montgomery",0.23670597763294,0.0637624074899007,0.371287128712871,0.544692737430168,0.041418197206117,0.224375279109955,"low",4
"IL","Morgan",0.323047426769526,0.0535944235712446,0.396039603960396,0.474860335195531,0.174068057122845,0.217123274372367,"low",4
"IL","Perry",0.21454202785458,0.0598006795215946,0.361386138613861,0.483240223463687,0.0561099167282774,0.230122517134924,"low",4
"IL","Pope",0.242034657579653,0.0336763437305892,0.376237623762376,0.494413407821229,0,0.177232394229462,"low",4
"IL","Pulaski",0.208429367915706,0.0247635358018917,0.435643564356436,0.432960893854749,0,0.118837737607518,"low",4
"IL","Rock Island",0.176947298230527,0.0611243275110054,0.371287128712871,0.55586592178771,0.0915770068874275,0.26721744364406,"low",4
"IL","Saline",0.390477886095221,0.0468064076255487,0.430693069306931,0.511173184357542,0,0.174543230491428,"low",4
"IL","Shelby",0.242991497570085,0.058780871529753,0.336633663366337,0.525139664804469,0,0.259586820185232,"low",4
"IL","St. Clair",0.336407806635922,0.0447071756423426,0.465346534653465,0.597765363128492,0.123554175259738,0.267188319127041,"low",4
"IL","Stark",0.300202626997974,0.0247720318018237,0.440594059405941,0.513966480446927,0,0.263955497737996,"low",4
"IL","Tazewell",0.43124298568757,0.0546471355628229,0.311881188118812,0.525139664804469,0.161289106580023,0.338358930547735,"low",4
"IL","White",0.292366287076337,0.0550995115592039,0.361386138613861,0.472067039106145,0.0845971633137476,0.230025435411529,"low",4
"IL","Whiteside",0.223115137768849,0.0620296555037628,0.356435643564356,0.472067039106145,0.0213797229464181,0.21910374152962,"low",4
"IL","Winnebago",0.25848696741513,0.0519023515847812,0.415841584158416,0.61731843575419,0.109571384100549,0.263382715569967,"low",4
"IN","Allen",0.303617566963824,0.0505686955954504,0.346534653465347,0.511173184357542,0.146219210864236,0.26331475836359,"low",4
"IN","Bartholomew",0.273037837269622,0.0502636315978909,0.356435643564356,0.494413407821229,0.121270526090509,0.317321321088092,"low",4
"IN","Clark",0.219350597806494,0.0459995756320034,0.450495049504951,0.600558659217877,0.106421942488035,0.278818709589733,"low",4
"IN","Dearborn",0.263859407361406,0.0363592077091263,0.485148514851485,0.578212290502793,0.122813630880579,0.399966992214046,"low",4
"IN","DeKalb",0.214527857854721,0.0543614395651085,0.331683168316832,0.58659217877095,0.143454025448461,0.28627458594645,"low",4
"IN","Delaware",0.255274847447252,0.0430496636556027,0.455445544554455,0.550279329608939,0.135025925133274,0.172213269129954,"low",4
"IN","Elkhart",0.204063627959364,0.0402829916777361,0.341584158415842,0.58659217877095,0.0903099342386863,0.264285575597538,"low",4
"IN","Floyd",0.294599257054007,0.0387508316899933,0.341584158415842,0.511173184357542,0.0478873205183081,0.334669825058734,"low",4
"IN","Hancock",0.292812107071879,0.029008871767929,0.450495049504951,0.642458100558659,0.0675755865987003,0.460002329961361,"low",4
"IN","Howard",0.268496287315037,0.0451182236390542,0.485148514851485,0.547486033519553,0.0879229250165376,0.237811389627789,"low",4
"IN","Huntington",0.222105247778948,0.0588459595292323,0.465346534653465,0.581005586592179,0.132512451846375,0.25444148884531,"low",4
"IN","Jennings",0.28045202719548,0.0257142957942856,0.445544554455446,0.592178770949721,0.0434282462352621,0.224773314175873,"low",4
"IN","Knox",0.27410402725896,0.0645263274837894,0.381188118811881,0.572625698324022,0.0961564652321102,0.193425625691707,"low",4
"IN","Kosciusko",0.182801138171989,0.0586527835307777,0.351485148514852,0.597765363128492,0.108344439472353,0.303409510125624,"low",4
"IN","Lake",0.297797427022026,0.0437673596498611,0.440594059405941,0.61731843575419,0.0793756566403362,0.269100829077918,"low",4
"IN","LaPorte",0.254576887454231,0.0574997035400024,0.371287128712871,0.64804469273743,0.0982017782793105,0.237918179523523,"low",4
"IN","Madison",0.261079527389205,0.0476055356191557,0.440594059405941,0.603351955307263,0.102837172652632,0.215239888938508,"low",4
"IN","Marion",0.242430147575699,0.0530996395752029,0.356435643564356,0.575418994413408,0.111936505311491,0.179727394520708,"low",4
"IN","Perry",0.309035736909643,0.0592166155262671,0.46039603960396,0.58659217877095,0.125013376006849,0.235889171504573,"low",4
"IN","Posey",0.220232407797676,0.0451056956391544,0.465346534653465,0.483240223463687,0.0952237927545819,0.343708133506786,"low",4
"IN","St. Joseph",0.312473896875261,0.0497724476018204,0.326732673267327,0.508379888268156,0.140857864119226,0.232869929906996,"low",4
"IN","Steuben",0.187752608122474,0.0860441033116472,0.351485148514852,0.611731843575419,0.0708867562940192,0.294128497369085,"low",4
"IN","Vigo",0.339348856606511,0.061234127510127,0.405940594059406,0.58659217877095,0.134892165064789,0.162524513135157,"low",4
"KS","Allen",0.399605076003949,0.0501975355984197,0.376237623762376,0.625698324022346,0,0.181639904471584,"low",4
"KS","Anderson",0.223182427768176,0.073068623415451,0.321782178217822,0.600558659217877,0,0.236617284430033,"low",4
"KS","Barton",0.230248567697514,0.0604710715162314,0.306930693069307,0.659217877094972,0.222019825674151,0.268566879599247,"low",4
"KS","Butler",0.263600337363997,0.0347894637216843,0.326732673267327,0.56145251396648,0.0550836122028094,0.37453158068462,"low",4
"KS","Chautauqua",0.366393446336066,0.103418567172651,0.46039603960396,0.622905027932961,0.349325362854586,0.188629788556006,"low",4
"KS","Cloud",0.337795326622047,0.0613745275090038,0.46039603960396,0.505586592178771,0.129568514339079,0.192571306525833,"low",4
"KS","Coffey",0.388483536115165,0.0683030874535753,0.326732673267327,0.522346368715084,0,0.332660233384463,"low",4
"KS","Cowley",0.314523766854762,0.0380391116956871,0.391089108910891,0.675977653631285,0,0.242286857076287,"low",4
"KS","Crawford",0.296284357037156,0.0696360234429118,0.405940594059406,0.592178770949721,0.0618980796918168,0.148001087315302,"low",4
"KS","Doniphan",0.615069693849303,0.0457200716342394,0.316831683168317,0.567039106145251,0.308865374139072,0.234025202415393,"low",4
"KS","Ellsworth",0.305028836949712,0.0675844554593244,0.415841584158416,0.600558659217877,0,0.263013805021067,"low",4
"KS","Finney",0.194157318058427,0.0503441995972464,0.306930693069307,0.653631284916201,0.0327019047433752,0.294652738675417,"low",4
"KS","Franklin",0.470440375295596,0.059037119527703,0.277227722772277,0.614525139664804,0.0474799603097397,0.277556647185601,"low",4
"KS","Geary",0.367257116327429,0.0451066316391469,0.227722772277228,0.583798882681564,0.0331214249581696,0.220336679416733,"low",4
"KS","Gove",0.41510504584895,0.0792079193663366,0.425742574257426,0.513966480446927,0.445911076306471,0.229947770032814,"low",4
"KS","Graham",0.216241787837582,0.0561184555510524,0.386138613861386,0.477653631284916,0,0.214783604838553,"low",4
"KS","Gray",0.454179745458203,0.0355146477158828,0.297029702970297,0.675977653631285,0,0.401821253130886,"low",4
"KS","Greenwood",0.464448345355517,0.0796460393628317,0.47029702970297,0.583798882681564,0,0.177407141331573,"low",4
"KS","Harper",0.25951204740488,0.0866277353069781,0.381188118811881,0.625698324022346,0,0.232753431838922,"low",4
"KS","Hodgeman",0.319245236807548,0.0375783116993735,0.514851485148515,0.564245810055866,0,0.306962701201872,"low",4
"KS","Jewell",0.268448527315515,0.0709825674321395,0.48019801980198,0.497206703910615,0,0.197143855697726,"low",4
"KS","Kingman",0.339567376604326,0.0374122797007018,0.504950495049505,0.569832402234637,0,0.291371376424674,"low",4
"KS","Lane",0.222850757771492,0.0426792956585656,0.420792079207921,0.53072625698324,0,0.334873696677863,"low",4
"KS","Leavenworth",0.308711246912888,0.0310672077514623,0.346534653465347,0.58659217877095,0.077160103505973,0.374453915305904,"low",4
