"loaccgro","fasfoo","diab","obesrate","fitplace","medinc","loaccgro.1","obesrateLevel","clusterNum"
0.99999999,0.10404626316763,0.326732673267327,0.385474860335196,0,0.260033396112848,0.99999999,"low",2
0.99999999,0.171265462629876,0.321782178217822,0.377094972067039,0,0.12398306894744,0.99999999,"low",2
0.99999999,0.0642283914861729,0.292079207920792,0.41340782122905,0,0.258616002951284,0.99999999,"low",2
0.899625351003747,0.139534846883721,0.430693069306931,0.5,0,0.137661883773761,0.899625351003747,"low",2
0.99999999,0.479467220164262,0.222772277227723,0.460893854748603,0,0.52442576160612,0.99999999,"low",2
0.99999999,0.128285062973719,0.277227722772277,0.477653631284916,0,0.442527619750306,0.99999999,"low",2
0.99999999,0,0.272277227722772,0.567039106145251,0,0.330602100848494,0.99999999,"low",2
0.999795140002049,0.0541353595669171,0.306930693069307,0.483240223463687,0,0.296186629905054,0.999795140002049,"low",2
0.995600880043991,0.118811879049505,0.277227722772277,0.511173184357542,0.501650112844858,0.232083567947498,0.995600880043991,"low",2
0.690402383095976,0.0480962156152303,0.247524752475248,0.55586592178771,0,0.324806321961827,0.690402383095976,"low",2
0.99999999,0.0709359834325121,0.440594059405941,0.55586592178771,0,0.245636176533406,0.99999999,"low",2
0.842903951570961,0.0778378313772973,0.376237623762376,0.567039106145251,0.657298192536675,0.416519426052851,0.842903951570961,"low",2
0.815728921842711,0.0542986555656108,0.405940594059406,0.553072625698324,0,0.148923363687552,0.815728921842711,"low",2
0.95237805047622,0.188235286494118,0.297029702970297,0.421787709497207,0,0.329485661029455,0.95237805047622,"low",2
0.877559791224402,0.0736572954107416,0.400990099009901,0.513966480446927,0,0.373356891831544,0.877559791224402,"low",2
1,0.158940430728477,0.247524752475248,0.5,0,0.270459973205444,1,"low",2
0.985399800146002,0,0.485148514851485,0.606145251396648,0,0.303098848610761,0.985399800146002,"low",2
0.99999999,0.142857142857143,0.287128712871287,0.483240223463687,0,0.212900219404695,0.99999999,"low",2
0.99999999,0.0354156477166748,0.524752475247525,0.625698324022346,0,0.190717045608994,0.99999999,"low",2
0.970277780297222,0.0266173917870609,0.316831683168317,0.662011173184358,0,0.269945440071452,0.970277780297222,"low",2
0.998610640013894,0.113029847095761,0.326732673267327,0.581005586592179,0,0.187290060773159,0.998610640013894,"low",2
0.642549523574505,0.0365482077076143,0.326732673267327,0.631284916201117,0,0.329961361474089,0.642549523574505,"low",2
0.99999999,0.116316647069467,0.351485148514852,0.460893854748603,0,0.327670232801973,0.99999999,"low",2
0.999631820003682,0.0870266153037871,0.311881188118812,0.575418994413408,0,0.213832203949285,0.999631820003682,"low",2
0.99999999,0,0.326732673267327,0.597765363128492,0,0.268159136360989,0.99999999,"low",2
0.949975810500242,0.0744570714043434,0.396039603960396,0.673184357541899,0,0.195716754363823,0.949975810500242,"low",2
0.99884105001159,0,0.366336633663366,0.497206703910615,0,0.223210298429218,0.99884105001159,"low",2
0.801231551987684,0.244897990040816,0.386138613861386,0.527932960893855,0,0.290934508669398,0.801231551987684,"low",2
1,0.144578302843374,0.336633663366337,0.522346368715084,0,0.332805855969555,1,"low",2
0.662429363375706,0.039988871680089,0.366336633663366,0.622905027932961,0,0.328621633691241,0.662429363375706,"low",2
0.834307131656929,0.070266743437866,0.366336633663366,0.594972067039106,0,0.191726695532299,0.834307131656929,"low",2
0.654341923456581,0,0.242574257425743,0.572625698324022,0,0.317573733568918,0.654341923456581,"low",2
0.999407780005922,0.104803487161572,0.331683168316832,0.58659217877095,0,0.251053336698833,0.999407780005922,"low",2
0.99999999,0.187989550496084,0.297029702970297,0.455307262569832,0,0.312719647399181,0.99999999,"low",2
1,0.0404949596760403,0.341584158415842,0.237430167597765,0,0.132768964914665,1,"low",2
0.950769170492308,0.105417287156662,0.346534653465347,0.310055865921788,0,0.161806108382036,0.950769170492308,"low",2
0.971902930280971,0.0875912392992701,0.361386138613861,0.38268156424581,0,0.253994912917694,0.971902930280971,"low",2
0.99999999,0.035678879714569,0.262376237623762,0.430167597765363,0,0.413228355629769,0.99999999,"low",2
0.780905392190946,0.027777743777778,0.306930693069307,0.393854748603352,0,0.280507931576801,0.780905392190946,"low",2
0.844258481557415,0.0319999677440003,0.391089108910891,0.452513966480447,0,0.18707648098169,0.844258481557415,"low",2
0.835424641645754,0.0234146158126831,0.554455445544554,0.681564245810056,0,0.194231403995884,0.835424641645754,"low",2
0.99999999,0.0586080715311354,0.524752475247525,0.662011173184358,0,0.292313069141603,0.99999999,"low",2
0.995459720045403,0.0867469673060243,0.48019801980198,0.536312849162011,0,0.336194008116032,0.995459720045403,"low",2
0.653402363465976,0.0479893676160851,0.48019801980198,0.687150837988827,0,0.270226977069297,0.653402363465976,"low",2
0.815732561842674,0.126315790989474,0.386138613861386,0.427374301675978,0,0.27720715298138,0.815732561842674,"low",2
0.99999999,0.104727239162182,0.46039603960396,0.430167597765363,0,0.109343145059511,0.99999999,"low",2
0.744002242559978,0.104918039160656,0.267326732673267,0.452513966480447,0,0.266955322990894,0.744002242559978,"low",2
0.967590560324094,0,0.559405940594059,0.692737430167598,0,0.171203619206648,0.967590560324094,"low",2
0.997216890027831,0,0.638613861386139,0.843575418994413,0,0,0.997216890027831,"high",2
0.933551440664486,0.311688285506494,0.326732673267327,0.533519553072626,0,0.258965497155505,0.933551440664486,"low",2
0.897868831021312,0.0344332797245338,0.495049504950495,0.812849162011173,0,0.0847232200066016,0.897868831021312,"high",2
0.902766410972336,0.0834879593320963,0.371287128712871,0.600558659217877,0,0.302827019785255,0.902766410972336,"low",2
0.891133491088665,0.0968718232250254,0.381188118811881,0.502793296089385,0,0.281740869463915,0.891133491088665,"low",2
0.636604173633958,0.090384119276927,0.282178217821782,0.483240223463687,0,0.324350037861872,0.636604173633958,"low",2
0.96074601039254,0,0.316831683168317,0.53072625698324,0,0.333805797720521,0.96074601039254,"low",2
0.99999999,0.0575999995392,0.237623762376238,0.575418994413408,0,0.331621458944139,0.99999999,"low",2
0.99999999,0,0.356435643564356,0.522346368715084,0,0.261402248412714,0.99999999,"low",2
0.99999999,0.107623295139014,0.326732673267327,0.446927374301676,0,0.253965788400676,0.99999999,"low",2
0.99999999,0.295384605636923,0.376237623762376,0.488826815642458,0,0.237539560802283,0.99999999,"low",2
0.835897111641029,0.0371421357028629,0.351485148514852,0.606145251396648,0,0.161476030522494,0.835897111641029,"low",2
0.994022590059774,0,0.49009900990099,0.575418994413408,0,0.110158631536027,0.994022590059774,"low",2
0.767234382327656,0.0678498474572012,0.381188118811881,0.589385474860335,0,0.309059666427198,0.767234382327656,"low",2
0.99999999,0.123076943015384,0.381188118811881,0.486033519553073,0,0.308341261674077,0.99999999,"low",2
0.988717630112824,0.0616438075068495,0.341584158415842,0.5,0,0.259635361046929,0.988717630112824,"low",2
0.99999999,0.250347669997219,0.297029702970297,0.594972067039106,0,0.343047977787702,0.99999999,"low",2
0.997479200025208,0,0.361386138613861,0.430167597765363,0,0.313612799254412,0.997479200025208,"low",2
0.99999999,0,0.396039603960396,0.432960893854749,0,0.392831485544531,0.99999999,"low",2
0.99999999,0.0468750236249998,0.391089108910891,0.407821229050279,0.791667477333748,0.18801817369862,0.99999999,"low",2
0.999762910002371,0.0663798234689614,0.46039603960396,0.455307262569832,0,0.190319010543075,0.999762910002371,"low",2
0.999413510005865,0.0508834075929327,0.445544554455446,0.435754189944134,0,0.123371454090053,0.999413510005865,"low",2
0.99999999,0.0564706075482351,0.415841584158416,0.405027932960894,0,0.13175931499136,0.99999999,"low",2
0.982176190178238,0.0557706955538344,0.311881188118812,0.418994413407821,0,0.50443663475914,0.982176190178238,"low",2
0.887782821122172,0.0784171433726628,0.316831683168317,0.455307262569832,0,0.313777838184183,0.887782821122172,"low",2
0.996237340037627,0.0896916952824664,0.331683168316832,0.405027932960894,0,0.0985767819350329,0.996237340037627,"low",2
0.99974199000258,0.0914866552681068,0.361386138613861,0.449720670391061,0.772554379547842,0.406607382094247,0.99974199000258,"low",2
0.971656580283434,0,0.292079207920792,0.407821229050279,0,0.166864066170903,0.971656580283434,"low",2
0.971952580280474,0.0917197192662422,0.430693069306931,0.407821229050279,0,0.217890219987185,0.971952580280474,"low",2
0.99999999,0,0.356435643564356,0.43854748603352,0,0.453313399219463,0.99999999,"low",2
0.999995530000045,0.0607937035136504,0.306930693069307,0.430167597765363,0,0.369502747412772,0.999995530000045,"low",2
0.99999998,0,0.356435643564356,0.480446927374302,0,0.355367648486496,0.99999998,"low",2
0.980002210199978,0.268322973853416,0.420792079207921,0.569832402234637,0,0.367114537017261,0.980002210199978,"low",2
0.99999999,0.104347799165218,0.297029702970297,0.488826815642458,0,0.300011649806807,0.99999999,"low",2
0.69453896305461,0.0722476794220186,0.346534653465347,0.399441340782123,0.174312473247986,0.100227171232744,0.69453896305461,"low",2
0.99999999,0.0640759674873922,0.435643564356436,0.441340782122905,0.360724152690766,0.108119915344737,0.99999999,"low",2
0.907630910923691,0.0775861913793105,0.346534653465347,0.41340782122905,0,0.475360658602412,0.907630910923691,"low",2
0.99999999,0,0.336633663366337,0.435754189944134,0,0.387016290313186,0.99999999,"low",2
0.99999999,0,0.361386138613861,0.418994413407821,0,0.203104673514164,0.99999999,"low",2
0.99999999,0.179104462567164,0.396039603960396,0.418994413407821,0,0.197376851833874,0.99999999,"low",2
0.99999998,0.128916718968666,0.336633663366337,0.399441340782123,0,0.334679533231074,0.99999998,"low",2
0.99999999,0.0485174876118601,0.336633663366337,0.399441340782123,0,0.161281867075704,0.99999999,"low",2
0.99999998,0.0627998394976013,0.267326732673267,0.407821229050279,0,0.347076869308584,0.99999998,"low",2
0.917735440822646,0.0327124077383007,0.316831683168317,0.393854748603352,0.184158430289116,0.15599091315069,0.917735440822646,"low",2
0.99999999,0.0960854392313165,0.450495049504951,0.405027932960894,0,0.189008407277246,0.99999999,"low",2
0.747824512521755,0.0684689754522482,0.415841584158416,0.430167597765363,0,0.386725045143001,0.747824512521755,"low",2
0.995856920041431,0.0650113194799094,0.54950495049505,0.594972067039106,0,0.234869813408928,0.995856920041431,"low",2
0.803843111961569,0.0531103675751171,0.47029702970297,0.547486033519553,0,0.267052404714288,0.803843111961569,"low",2
